customer_id,customer_name,customer_segment,total_loans,total_loan_value,total_outstanding_balance,average_credit_score,max_days_past_due,defaulted_loans,max_loan_risk_score,average_loan_risk_score,customer_loan_risk_level
C00445,Anitha Iyer,Retail,1,1061697.78,514138.85,679.0,99,1,70,70.0,Critical
C00446,Meena Iyer,Senior Citizen,1,1450779.99,1012098.75,724.0,74,1,70,70.0,Critical
C00447,Vishal Reddy,Retail,1,2015526.01,1056973.55,761.0,9,0,25,25.0,Medium
C00451,Lakshmi Sharma,Premium,1,1154096.99,0.0,689.0,5,0,25,25.0,Medium
C00452,Ajay Kumar,Mass Affluent,1,273665.92,0.0,691.0,12,0,40,40.0,Medium
C00454,Naveen Patel,Retail,1,945594.85,283011.07,757.0,106,1,70,70.0,Critical
C00455,Rahul Patel,Retail,1,440184.61,98949.88,702.0,18,0,25,25.0,Medium
C00456,Meena Gupta,Retail,1,632506.73,0.0,608.0,2,0,50,50.0,High
C00457,Lakshmi Rao,Mass Affluent,1,144053.48,0.0,662.0,17,0,40,40.0,Medium
C00458,Lakshmi Sharma,Student,1,435846.42,289112.04,644.0,56,1,70,70.0,Critical
C00459,Naveen Sharma,Retail,1,353361.85,286328.08,647.0,66,1,75,75.0,Critical
C00463,Deepa Iyer,Sme Owner,1,101019.42,27335.32,688.0,0,0,35,35.0,Medium
C00466,Divya Patel,Mass Affluent,1,1463386.87,686745.07,599.0,33,1,80,80.0,Critical
C00469,Deepa Verma,Retail,1,93900.27,58327.34,582.0,15,0,80,80.0,Critical
C00470,Sneha Reddy,Retail,1,1556215.66,259200.42,690.0,3,0,40,40.0,Medium
C00473,Divya Reddy,Mass Affluent,1,1827165.8,553615.61,705.0,15,0,25,25.0,Medium
C00474,Kavya Gupta,Retail,1,124649.77,0.0,729.0,10,0,30,30.0,Medium
C00475,Vijay Singh,Mass Affluent,1,171817.12,51526.66,582.0,8,0,55,55.0,High
C00478,Suresh Nair,Premium,1,232265.27,44731.27,662.0,12,0,35,35.0,Medium
C00479,Sanjay Kumar,Retail,1,1837723.36,1411996.11,817.0,13,0,30,30.0,Medium
C00481,Pooja Iyer,Senior Citizen,1,297903.3,112612.87,746.0,72,1,70,70.0,Critical
C00482,Naveen Singh,Premium,1,818029.54,243697.86,637.0,90,1,70,70.0,Critical
C00485,Lakshmi Kumar,Retail,1,128882.29,51816.68,596.0,2,0,60,60.0,High
C00486,Deepa Iyer,Senior Citizen,1,204143.95,103963.3,717.0,17,0,35,35.0,Medium
C00487,Ajay Singh,Mass Affluent,1,92244.77,55774.88,748.0,95,1,70,70.0,Critical
C00488,Ajay Singh,Premium,1,83618.23,0.0,637.0,1,0,40,40.0,Medium
C00491,Geetha Sharma,Retail,1,408632.07,331984.03,646.0,10,0,35,35.0,Medium
C00492,Rahul Gupta,Sme Owner,1,830729.69,135545.69,816.0,1,0,30,30.0,Medium
C00493,Karthik Singh,Student,1,1523098.2,0.0,560.0,19,0,60,60.0,High
C00494,Meena Verma,Retail,1,587393.99,0.0,660.0,13,0,35,35.0,Medium
C00495,Rohit Reddy,Mass Affluent,1,207592.94,0.0,668.0,8,0,35,35.0,Medium
C00496,Anitha Iyer,Mass Affluent,1,144492.58,132506.26,738.0,12,0,25,25.0,Medium
C00498,Sanjay Gupta,Premium,1,1771697.51,1669257.79,644.0,2,0,45,45.0,Medium
C00501,Naveen Nair,Sme Owner,1,305201.18,0.0,804.0,6,0,30,30.0,Medium
C00502,Naveen Gupta,Retail,1,274845.94,71447.83,802.0,7,0,30,30.0,Medium
C00503,Pooja Rao,Premium,1,451724.62,379916.64,575.0,44,1,80,80.0,Critical
C00504,Lakshmi Verma,Sme Owner,1,150070.45,66188.56,749.0,6,0,30,30.0,Medium
C00505,Meena Patel,Retail,1,1668584.82,417865.87,689.0,68,1,70,70.0,Critical
C00506,Karthik Kumar,Retail,1,1847184.5,844459.03,680.0,14,0,35,35.0,Medium
C00507,Naveen Kumar,Mass Affluent,1,813008.76,276460.8,674.0,0,0,35,35.0,Medium
C00508,Karthik Verma,Student,1,117711.26,100798.77,649.0,4,0,45,45.0,Medium
C00509,Geetha Kumar,Retail,1,715988.58,190221.17,638.0,34,1,70,70.0,Critical
C00510,Meena Patel,Sme Owner,1,146344.71,42843.63,727.0,14,0,25,25.0,Medium
C00511,Pooja Reddy,Retail,1,261353.81,78281.16,634.0,14,0,40,40.0,Medium
C00512,Geetha Iyer,Retail,1,557444.72,379103.6,774.0,20,0,30,30.0,Medium
C00513,Divya Reddy,Mass Affluent,1,867743.99,628228.91,630.0,39,1,70,70.0,Critical
C00515,Suresh Rao,Mass Affluent,1,425906.12,375607.05,646.0,16,0,50,50.0,High
C00518,Rahul Iyer,Mass Affluent,1,148999.65,0.0,778.0,0,0,30,30.0,Medium
C00519,Rahul Sharma,Sme Owner,1,1503152.98,1233364.21,712.0,4,0,30,30.0,Medium
C00521,Sneha Singh,Premium,1,108131.62,34867.59,637.0,16,0,35,35.0,Medium
C00524,Suresh Verma,Retail,1,1965052.33,0.0,589.0,18,0,65,65.0,High
C00525,Divya Rao,Student,1,1828798.13,1331857.29,707.0,12,0,30,30.0,Medium
C00527,Kavya Nair,Senior Citizen,1,163523.63,143983.82,630.0,19,0,35,35.0,Medium
C00529,Pooja Iyer,Retail,1,153366.83,99405.85,698.0,59,1,70,70.0,Critical
C00530,Rahul Iyer,Retail,1,2045283.81,758289.8,645.0,11,0,45,45.0,Medium
C00531,Vishal Reddy,Mass Affluent,1,96684.82,18483.92,746.0,18,0,30,30.0,Medium
C00532,Naveen Singh,Sme Owner,1,2106138.7,672244.16,631.0,9,0,35,35.0,Medium
C00534,Meena Singh,Student,1,334098.96,126203.4,742.0,15,0,25,25.0,Medium
C00536,Sneha Iyer,Senior Citizen,1,148527.83,132157.03,671.0,74,1,70,70.0,Critical
C00537,Sanjay Reddy,Retail,1,478270.14,162847.55,560.0,70,1,85,85.0,Critical
C00538,Meena Sharma,Sme Owner,1,1480790.46,985429.88,661.0,4,0,35,35.0,Medium
C00541,Sneha Sharma,Premium,1,560408.24,524777.11,756.0,1,0,25,25.0,Medium
C00544,Vijay Sharma,Retail,1,265795.24,46251.11,758.0,19,0,25,25.0,Medium
C00545,Karthik Patel,Sme Owner,1,1249091.23,479495.66,779.0,93,1,70,70.0,Critical
C00546,Vishal Patel,Retail,1,164524.61,112843.04,786.0,11,0,30,30.0,Medium
C00547,Priya Gupta,Mass Affluent,1,2053035.75,0.0,692.0,1,0,35,35.0,Medium
C00548,Divya Patel,Retail,1,431346.41,136889.63,581.0,109,1,80,80.0,Critical
C00549,Deepa Sharma,Mass Affluent,1,1617736.53,787496.54,669.0,4,0,40,40.0,Medium
C00551,Meena Gupta,Mass Affluent,1,276640.04,232275.33,721.0,4,0,25,25.0,Medium
C00552,Meena Iyer,Mass Affluent,1,1602868.34,1477665.78,623.0,10,0,40,40.0,Medium
C00553,Kavya Verma,Retail,1,227748.23,214459.4,599.0,43,1,75,75.0,Critical
C00555,Sanjay Reddy,Retail,1,230303.71,0.0,687.0,5,0,40,40.0,Medium
C00559,Sanjay Iyer,Retail,1,205557.59,0.0,750.0,20,0,30,30.0,Medium
C00561,Anitha Patel,Sme Owner,1,113621.34,76767.86,687.0,3,0,40,40.0,Medium
C00562,Vijay Rao,Sme Owner,1,94766.14,67360.44,743.0,12,0,15,15.0,Low
C00564,Geetha Singh,Retail,1,337223.15,0.0,718.0,7,0,40,40.0,Medium
C00565,Meena Sharma,Mass Affluent,1,622814.56,321604.09,671.0,18,0,25,25.0,Medium
C00566,Lakshmi Reddy,Retail,1,91336.74,26824.89,761.0,13,0,30,30.0,Medium
C00568,Arun Gupta,Retail,1,1248690.11,500987.88,673.0,83,1,70,70.0,Critical
C00572,Pooja Iyer,Sme Owner,1,129645.8,34401.43,652.0,3,0,40,40.0,Medium
C00573,Divya Gupta,Sme Owner,1,897667.32,306000.81,846.0,3,0,30,30.0,Medium
C00575,Kavya Singh,Retail,1,154240.08,0.0,819.0,0,0,25,25.0,Medium
C00576,Anitha Nair,Mass Affluent,1,83291.64,51740.0,661.0,20,0,40,40.0,Medium
C00580,Vishal Patel,Retail,1,856818.49,0.0,700.0,14,0,40,40.0,Medium
C00582,Kavya Sharma,Retail,1,611420.2,316102.97,596.0,7,0,60,60.0,High
C00584,Vishal Reddy,Retail,1,409410.0,0.0,768.0,7,0,30,30.0,Medium
C00585,Meena Iyer,Student,1,836301.5,644348.98,634.0,78,1,70,70.0,Critical
C00589,Geetha Sharma,Senior Citizen,1,462713.46,122852.14,713.0,18,0,40,40.0,Medium
C00590,Pooja Iyer,Mass Affluent,1,163547.58,0.0,559.0,8,0,70,70.0,Critical
C00592,Vishal Gupta,Retail,1,1740185.4,320741.1,812.0,7,0,30,30.0,Medium
C00593,Suresh Reddy,Premium,1,1237370.85,234616.44,631.0,0,0,35,35.0,Medium
C00595,Meena Gupta,Retail,1,175745.48,60816.51,655.0,7,0,40,40.0,Medium
C00596,Geetha Verma,Senior Citizen,1,771070.43,317898.47,696.0,109,1,70,70.0,Critical
C00598,Naveen Verma,Retail,1,1160512.2,472511.76,795.0,0,0,25,25.0,Medium
C00601,Anitha Nair,Mass Affluent,1,81526.41,70939.75,614.0,20,0,45,45.0,Medium
C00602,Ajay Gupta,Senior Citizen,1,910892.66,246792.44,726.0,4,0,25,25.0,Medium
C00603,Sanjay Sharma,Retail,1,177073.05,101583.15,753.0,8,0,30,30.0,Medium
C00605,Sneha Kumar,Retail,1,1142549.97,826878.42,752.0,62,1,70,70.0,Critical
C00606,Geetha Verma,Senior Citizen,1,1135374.92,910190.75,573.0,2,0,65,65.0,High
C00607,Anitha Patel,Mass Affluent,1,181098.96,112920.44,735.0,12,0,25,25.0,Medium
C00609,Vishal Gupta,Retail,1,524446.76,123477.52,659.0,16,0,35,35.0,Medium
C00611,Vishal Reddy,Sme Owner,1,96019.35,42942.21,744.0,9,0,30,30.0,Medium
C00613,Ajay Nair,Retail,1,1581362.35,244419.38,767.0,43,1,70,70.0,Critical
C00614,Karthik Rao,Mass Affluent,1,357119.73,161607.81,757.0,14,0,25,25.0,Medium
C00615,Meena Kumar,Retail,1,346022.36,0.0,844.0,2,0,25,25.0,Medium
C00616,Rahul Nair,Mass Affluent,1,533954.95,491589.11,630.0,10,0,40,40.0,Medium
C00617,Ajay Rao,Retail,1,1026714.22,342010.67,678.0,11,0,35,35.0,Medium
C00620,Naveen Sharma,Sme Owner,1,167177.38,134599.87,704.0,73,1,70,70.0,Critical
C00622,Anitha Reddy,Senior Citizen,1,285593.1,59526.63,640.0,73,1,70,70.0,Critical
C00625,Meena Rao,Sme Owner,1,1171885.69,540174.77,756.0,5,0,25,25.0,Medium
C00626,Arun Singh,Retail,1,1717127.4,515423.83,715.0,9,0,40,40.0,Medium
C00630,Vijay Kumar,Mass Affluent,1,115057.97,0.0,720.0,11,0,25,25.0,Medium
C00632,Lakshmi Rao,Mass Affluent,1,144816.32,114624.03,774.0,2,0,25,25.0,Medium
C00633,Geetha Reddy,Sme Owner,1,1549842.57,0.0,829.0,7,0,25,25.0,Medium
C00634,Meena Sharma,Sme Owner,1,117661.94,0.0,616.0,12,0,50,50.0,High
C00635,Naveen Reddy,Retail,1,80276.29,0.0,674.0,6,0,20,20.0,Low
C00636,Kavya Kumar,Premium,1,189594.98,157595.27,688.0,18,0,25,25.0,Medium
C00637,Karthik Rao,Premium,1,761631.67,656855.69,728.0,11,0,25,25.0,Medium
C00638,Naveen Iyer,Retail,1,635742.76,280576.22,629.0,5,0,45,45.0,Medium
C00639,Lakshmi Nair,Retail,1,162646.37,0.0,798.0,15,0,30,30.0,Medium
C00641,Karthik Sharma,Senior Citizen,1,233325.12,210578.56,663.0,8,0,40,40.0,Medium
C00644,Lakshmi Nair,Retail,1,674069.11,532429.15,659.0,14,0,35,35.0,Medium
C00646,Meena Patel,Retail,1,140074.79,44701.08,714.0,92,1,70,70.0,Critical
C00647,Naveen Kumar,Premium,1,2124167.12,908582.06,612.0,7,0,40,40.0,Medium
C00648,Ajay Patel,Sme Owner,1,542479.67,228537.19,726.0,7,0,25,25.0,Medium
C00649,Sanjay Singh,Premium,1,169730.92,46118.85,590.0,19,0,60,60.0,High
C00650,Pooja Patel,Mass Affluent,1,168068.74,0.0,735.0,8,0,25,25.0,Medium
C00651,Deepa Sharma,Retail,1,149224.84,123640.08,685.0,14,0,40,40.0,Medium
C00652,Sneha Nair,Senior Citizen,1,537566.6,303420.0,812.0,16,0,30,30.0,Medium
C00654,Geetha Nair,Student,1,1072676.86,767701.01,713.0,1,0,25,25.0,Medium
C00655,Arun Singh,Mass Affluent,1,170805.05,128295.98,739.0,2,0,30,30.0,Medium
C00656,Sanjay Reddy,Sme Owner,1,2071461.27,719226.56,763.0,13,0,40,40.0,Medium
C00657,Rohit Gupta,Retail,1,80308.15,39432.33,735.0,0,0,35,35.0,Medium
C00658,Karthik Singh,Senior Citizen,1,214321.22,46736.84,692.0,78,1,70,70.0,Critical
C00660,Karthik Patel,Retail,1,2192467.43,598751.99,702.0,6,0,25,25.0,Medium
C00662,Sanjay Patel,Mass Affluent,1,563407.17,493049.81,669.0,20,0,40,40.0,Medium
C00663,Karthik Reddy,Retail,1,1237876.94,1121054.99,713.0,9,0,40,40.0,Medium
C00664,Sneha Patel,Mass Affluent,1,2061246.55,1214949.26,861.0,13,0,40,40.0,Medium
C00667,Vishal Sharma,Retail,1,89149.52,68188.93,687.0,13,0,30,30.0,Medium
C00671,Sanjay Gupta,Mass Affluent,1,1222164.57,705442.61,649.0,19,0,40,40.0,Medium
C00672,Meena Rao,Senior Citizen,1,160036.41,32631.43,754.0,16,0,30,30.0,Medium
C00674,Karthik Gupta,Retail,1,276217.13,56615.6,760.0,10,0,25,25.0,Medium
C00675,Sanjay Rao,Retail,1,965833.2,866717.17,622.0,60,1,70,70.0,Critical
C00676,Kavya Patel,Retail,1,169541.49,0.0,653.0,1,0,40,40.0,Medium
C00677,Lakshmi Sharma,Student,1,475713.08,443822.22,726.0,13,0,25,25.0,Medium
C00678,Divya Reddy,Retail,1,550802.48,353523.42,745.0,9,0,30,30.0,Medium
C00679,Karthik Singh,Mass Affluent,1,83477.97,49718.94,666.0,0,0,35,35.0,Medium
C00680,Rahul Gupta,Mass Affluent,1,149036.35,133475.29,697.0,15,0,40,40.0,Medium
C00681,Naveen Singh,Premium,1,970548.62,236746.2,794.0,10,0,25,25.0,Medium
C00683,Anitha Patel,Retail,1,161508.9,115966.65,793.0,75,1,70,70.0,Critical
C00684,Sanjay Singh,Senior Citizen,1,620757.19,258835.59,690.0,19,0,35,35.0,Medium
C00685,Deepa Nair,Sme Owner,1,244739.07,103692.32,683.0,13,0,30,30.0,Medium
C00688,Divya Iyer,Retail,1,161793.76,92508.5,661.0,93,1,70,70.0,Critical
C00690,Sneha Patel,Retail,1,423903.6,280552.12,659.0,4,0,35,35.0,Medium
C00693,Arun Singh,Retail,1,132225.16,72876.49,701.0,1,0,25,25.0,Medium
C00695,Kavya Singh,Retail,1,674796.41,207019.01,731.0,8,0,40,40.0,Medium
C00696,Ajay Gupta,Student,1,509428.33,104013.97,826.0,4,0,25,25.0,Medium
C00698,Vishal Iyer,Sme Owner,1,1559562.59,880570.42,659.0,17,0,35,35.0,Medium
C00699,Priya Singh,Retail,1,827588.28,400470.08,614.0,36,1,70,70.0,Critical
C00702,Ajay Gupta,Sme Owner,1,1352877.15,1090346.1,623.0,115,1,70,70.0,Critical
C00704,Rohit Reddy,Sme Owner,1,738708.11,612768.49,541.0,14,0,70,70.0,Critical
C00705,Pooja Reddy,Retail,1,940556.01,869466.38,809.0,10,0,25,25.0,Medium
C00706,Suresh Nair,Retail,1,571172.2,0.0,770.0,12,0,30,30.0,Medium
C00707,Divya Singh,Retail,1,342617.4,261619.75,763.0,5,0,30,30.0,Medium
C00709,Pooja Iyer,Sme Owner,1,2188620.67,1414889.34,668.0,2,0,40,40.0,Medium
C00712,Pooja Patel,Student,1,106532.94,62124.45,801.0,18,0,35,35.0,Medium
C00713,Kavya Singh,Sme Owner,1,132640.07,0.0,742.0,7,0,30,30.0,Medium
C00714,Sanjay Sharma,Retail,1,1058991.82,539745.38,711.0,20,0,40,40.0,Medium
C00715,Meena Sharma,Retail,1,889863.2,365828.8,805.0,9,0,25,25.0,Medium
C00716,Rahul Gupta,Premium,1,175690.84,134301.36,663.0,18,0,35,35.0,Medium
C00718,Priya Verma,Senior Citizen,1,233392.11,0.0,574.0,5,0,55,55.0,High
C00719,Ajay Kumar,Retail,1,1724527.1,0.0,730.0,17,0,30,30.0,Medium
C00721,Rahul Sharma,Senior Citizen,1,232734.21,74281.19,648.0,97,1,70,70.0,Critical
C00723,Sanjay Rao,Retail,1,109063.4,0.0,725.0,13,0,25,25.0,Medium
C00724,Kavya Reddy,Retail,1,1432477.74,1336208.4,659.0,8,0,35,35.0,Medium
C00725,Rohit Gupta,Sme Owner,1,2042137.4,0.0,803.0,14,0,25,25.0,Medium
C00726,Pooja Sharma,Retail,1,2179546.52,1421530.45,641.0,8,0,35,35.0,Medium
C00727,Karthik Patel,Retail,1,876127.84,496637.37,677.0,16,0,35,35.0,Medium
C00729,Suresh Sharma,Retail,1,93589.7,81630.43,615.0,86,1,70,70.0,Critical
C00730,Sanjay Singh,Student,1,322985.23,70418.24,755.0,79,1,70,70.0,Critical
C00733,Meena Kumar,Retail,1,103613.74,0.0,694.0,17,0,35,35.0,Medium
C00734,Rohit Verma,Mass Affluent,1,2389091.14,1945009.44,674.0,11,0,35,35.0,Medium
C00735,Pooja Sharma,Retail,1,1663963.78,343810.22,663.0,2,0,40,40.0,Medium
C00739,Vijay Verma,Retail,1,439562.09,0.0,863.0,10,0,25,25.0,Medium
C00740,Suresh Sharma,Student,1,836322.15,350334.2,601.0,9,0,35,35.0,Medium
C00741,Sneha Nair,Mass Affluent,1,91578.73,18943.7,503.0,8,0,50,50.0,High
C00742,Karthik Reddy,Senior Citizen,1,472918.8,301570.45,827.0,3,0,30,30.0,Medium
C00743,Kavya Rao,Student,1,119852.46,0.0,625.0,10,0,35,35.0,Medium
C00746,Anitha Rao,Sme Owner,1,177864.23,167085.83,744.0,7,0,30,30.0,Medium
C00747,Divya Gupta,Retail,1,334299.63,0.0,714.0,13,0,25,25.0,Medium
C00748,Rohit Reddy,Mass Affluent,1,1945035.02,680078.07,743.0,40,1,70,70.0,Critical
C00750,Ajay Gupta,Sme Owner,1,177264.57,0.0,734.0,16,0,25,25.0,Medium
C00752,Rahul Gupta,Mass Affluent,1,166673.6,27939.88,596.0,4,0,70,70.0,Critical
C00753,Vijay Singh,Sme Owner,1,625015.42,208529.11,768.0,9,0,30,30.0,Medium
C00754,Vishal Verma,Sme Owner,1,171526.88,128747.97,665.0,7,0,40,40.0,Medium
C00755,Rohit Gupta,Retail,1,700908.35,347462.5,660.0,13,0,35,35.0,Medium
C00756,Pooja Patel,Mass Affluent,1,1994794.63,381897.83,659.0,17,0,40,40.0,Medium
C00759,Vijay Nair,Retail,1,570302.88,172917.6,579.0,54,1,75,75.0,Critical
C00760,Karthik Rao,Retail,1,116217.84,42518.3,636.0,6,0,35,35.0,Medium
C00763,Ajay Gupta,Retail,1,134837.58,53899.56,693.0,8,0,25,25.0,Medium
C00765,Rohit Reddy,Sme Owner,1,135665.43,72456.95,781.0,18,0,25,25.0,Medium
C00766,Geetha Iyer,Sme Owner,1,415160.55,234248.81,739.0,84,1,70,70.0,Critical
C00768,Vijay Verma,Senior Citizen,1,1574888.55,808880.48,732.0,1,0,30,30.0,Medium
C00769,Pooja Iyer,Retail,1,2169304.44,1518106.86,464.0,16,0,55,55.0,High
C00770,Anitha Kumar,Sme Owner,1,512379.79,264600.46,675.0,13,0,30,30.0,Medium
C00771,Ajay Singh,Retail,1,920450.34,403486.3,723.0,2,0,35,35.0,Medium
C00772,Lakshmi Singh,Sme Owner,1,129254.06,88808.37,779.0,13,0,30,30.0,Medium
C00773,Suresh Patel,Retail,1,741924.11,622139.67,678.0,120,1,70,70.0,Critical
C00775,Ajay Singh,Sme Owner,1,813028.46,516625.42,609.0,54,1,70,70.0,Critical
C00777,Meena Reddy,Premium,1,728794.38,578730.86,737.0,16,0,30,30.0,Medium
C00781,Suresh Nair,Retail,1,93188.02,15176.89,717.0,57,1,70,70.0,Critical
C00782,Rohit Reddy,Senior Citizen,1,94555.07,65198.22,659.0,111,1,70,70.0,Critical
C00783,Arun Gupta,Student,1,1109159.41,1016951.33,609.0,8,0,35,35.0,Medium
C00784,Karthik Nair,Mass Affluent,1,263936.07,0.0,621.0,17,0,45,45.0,Medium
C00785,Pooja Iyer,Retail,1,1726060.16,1216809.86,823.0,3,0,30,30.0,Medium
C00786,Naveen Rao,Sme Owner,1,99298.91,44547.07,704.0,18,0,35,35.0,Medium
C00787,Sanjay Gupta,Retail,1,260785.39,182231.08,774.0,7,0,35,35.0,Medium
C00788,Ajay Sharma,Premium,1,1622127.44,0.0,693.0,2,0,25,25.0,Medium
C00790,Vijay Singh,Retail,1,168569.84,0.0,628.0,7,0,35,35.0,Medium
C00791,Vishal Nair,Student,1,1214666.1,1063851.89,837.0,31,1,70,70.0,Critical
C00792,Suresh Gupta,Sme Owner,1,164413.59,113283.55,741.0,8,0,40,40.0,Medium
C00793,Lakshmi Nair,Senior Citizen,1,319955.36,264391.68,731.0,14,0,25,25.0,Medium
C00794,Pooja Kumar,Retail,1,621887.79,465546.48,810.0,5,0,30,30.0,Medium
C00798,Lakshmi Rao,Senior Citizen,1,324640.69,240042.82,744.0,16,0,25,25.0,Medium
C00799,Karthik Iyer,Premium,1,175350.78,0.0,536.0,15,0,60,60.0,High
C00801,Rohit Nair,Retail,1,108287.85,79986.89,697.0,15,0,35,35.0,Medium
C00806,Kavya Iyer,Retail,1,95430.3,58694.09,745.0,3,0,25,25.0,Medium
C00808,Sneha Kumar,Mass Affluent,1,2398673.89,1204893.94,765.0,9,0,30,30.0,Medium
C00810,Anitha Gupta,Student,1,724365.27,575863.52,678.0,61,1,70,70.0,Critical
C00811,Naveen Rao,Premium,1,1350361.48,1239937.36,559.0,67,1,85,85.0,Critical
C00812,Sneha Patel,Retail,1,294312.91,203764.09,707.0,16,0,35,35.0,Medium
C00813,Lakshmi Kumar,Retail,1,174023.51,32243.07,630.0,62,1,70,70.0,Critical
C00816,Vijay Rao,Retail,1,751273.96,0.0,769.0,2,0,25,25.0,Medium
C00817,Ajay Kumar,Sme Owner,1,82468.14,25708.24,584.0,1,0,55,55.0,High
C00818,Deepa Nair,Senior Citizen,1,718686.48,586258.3,577.0,10,0,55,55.0,High
C00822,Rohit Reddy,Retail,1,285664.21,244428.11,693.0,8,0,50,50.0,High
C00823,Vishal Gupta,Retail,1,331239.92,152817.91,634.0,13,0,40,40.0,Medium
C00824,Sanjay Patel,Mass Affluent,1,2305721.95,458663.97,648.0,10,0,50,50.0,High
C00825,Sneha Iyer,Mass Affluent,1,545582.87,433130.74,638.0,16,0,45,45.0,Medium
C00827,Arun Iyer,Student,1,140851.57,97451.6,723.0,2,0,40,40.0,Medium
C00828,Sanjay Rao,Mass Affluent,1,356173.82,126188.13,723.0,13,0,35,35.0,Medium
C00829,Pooja Iyer,Retail,1,1430919.09,0.0,673.0,18,0,35,35.0,Medium
C00831,Ajay Kumar,Sme Owner,1,1335861.05,0.0,589.0,13,0,60,60.0,High
C00832,Sneha Gupta,Senior Citizen,1,766548.14,0.0,691.0,20,0,40,40.0,Medium
C00833,Geetha Singh,Retail,1,1979441.08,1812877.87,770.0,19,0,30,30.0,Medium
C00835,Suresh Patel,Retail,1,346488.13,0.0,633.0,5,0,50,50.0,High
C00837,Sanjay Singh,Retail,1,120093.83,0.0,718.0,15,0,25,25.0,Medium
C00838,Suresh Rao,Senior Citizen,1,1266395.67,0.0,726.0,12,0,25,25.0,Medium
C00839,Ajay Patel,Mass Affluent,1,500755.43,280715.24,660.0,76,1,70,70.0,Critical
C00840,Naveen Singh,Retail,1,2142704.59,1647679.63,752.0,3,0,25,25.0,Medium
C00843,Lakshmi Singh,Retail,1,636241.18,140865.65,590.0,81,1,75,75.0,Critical
C00844,Ajay Singh,Mass Affluent,1,85753.46,52279.0,651.0,10,0,40,40.0,Medium
C00850,Pooja Nair,Retail,1,478391.52,0.0,632.0,5,0,40,40.0,Medium
C00851,Ajay Singh,Sme Owner,1,127276.86,80832.41,702.0,58,1,70,70.0,Critical
C00852,Sanjay Kumar,Student,1,1168724.77,855652.0,819.0,8,0,25,25.0,Medium
C00853,Rohit Patel,Mass Affluent,1,160462.92,124986.29,729.0,53,1,70,70.0,Critical
C00854,Naveen Kumar,Senior Citizen,1,1745649.37,1044156.59,606.0,47,1,70,70.0,Critical
C00855,Vijay Sharma,Senior Citizen,1,448802.32,266399.09,733.0,8,0,30,30.0,Medium
C00857,Vijay Reddy,Retail,1,154298.95,69319.26,828.0,3,0,30,30.0,Medium
C00858,Rohit Gupta,Retail,1,229304.41,53456.15,627.0,63,1,70,70.0,Critical
C00859,Rahul Rao,Mass Affluent,1,1871535.27,414996.09,679.0,103,1,70,70.0,Critical
C00860,Pooja Singh,Premium,1,537132.02,378236.86,737.0,15,0,40,40.0,Medium
C00861,Ajay Sharma,Mass Affluent,1,464856.37,163069.41,767.0,68,1,70,70.0,Critical
C00862,Geetha Singh,Mass Affluent,1,842765.07,0.0,823.0,3,0,25,25.0,Medium
C00863,Sanjay Rao,Student,1,869662.15,137425.86,708.0,4,0,30,30.0,Medium
C00864,Kavya Verma,Retail,1,116556.56,0.0,746.0,12,0,25,25.0,Medium
C00865,Priya Singh,Mass Affluent,1,775837.01,503713.9,733.0,0,0,30,30.0,Medium
C00867,Anitha Singh,Retail,1,1739871.18,0.0,524.0,19,0,55,55.0,High
C00868,Arun Reddy,Mass Affluent,1,103866.01,34639.6,575.0,11,0,65,65.0,High
C00869,Rohit Patel,Retail,1,227392.58,207327.3,686.0,11,0,40,40.0,Medium
C00870,Karthik Sharma,Retail,1,94137.52,17750.36,748.0,78,1,70,70.0,Critical
C00871,Karthik Patel,Premium,1,266855.77,0.0,860.0,8,0,30,30.0,Medium
C00872,Suresh Iyer,Senior Citizen,1,1836285.43,0.0,625.0,19,0,45,45.0,Medium
C00873,Ajay Gupta,Premium,1,1144531.09,629614.74,711.0,10,0,30,30.0,Medium
C00875,Vishal Nair,Retail,1,306069.67,0.0,679.0,19,0,40,40.0,Medium
C00876,Sanjay Verma,Mass Affluent,1,178256.06,0.0,798.0,14,0,25,25.0,Medium
C00877,Suresh Singh,Retail,1,212905.31,143644.87,626.0,5,0,35,35.0,Medium
C00878,Vijay Gupta,Retail,1,811090.69,148770.27,743.0,20,0,25,25.0,Medium
C00879,Meena Verma,Premium,1,1779917.46,760174.57,751.0,2,0,30,30.0,Medium
C00880,Rahul Kumar,Retail,1,1763331.56,1334870.77,599.0,10,0,70,70.0,Critical
C00883,Pooja Rao,Mass Affluent,1,351767.49,296189.44,805.0,0,0,25,25.0,Medium
C00885,Lakshmi Kumar,Retail,1,100613.69,0.0,620.0,15,0,40,40.0,Medium
C00887,Naveen Reddy,Retail,1,659775.49,574809.42,712.0,8,0,40,40.0,Medium
C00888,Geetha Patel,Retail,1,328500.15,0.0,581.0,18,0,60,60.0,High
C00889,Rohit Kumar,Premium,1,106978.09,78010.41,728.0,44,1,70,70.0,Critical
C00891,Priya Reddy,Senior Citizen,1,1065717.81,0.0,649.0,12,0,30,30.0,Medium
C00892,Geetha Gupta,Senior Citizen,1,101804.93,25195.48,776.0,19,0,10,10.0,Low
C00893,Naveen Gupta,Senior Citizen,1,2310191.16,695186.72,646.0,88,1,70,70.0,Critical
C00894,Vijay Singh,Retail,1,935351.12,0.0,561.0,8,0,55,55.0,High
