customer_id,customer_name,customer_segment,city,state,annual_income,declared_risk_segment,total_transactions,total_transaction_value,transaction_fee_revenue,transaction_operational_cost,net_transaction_profit,number_of_accounts,total_account_balance,monthly_account_service_cost,annual_account_service_cost,total_complaints,complaint_service_cost,total_loans,total_loan_amount,total_outstanding_balance,estimated_interest_revenue,defaulted_loans,total_payments_made,payment_records,delayed_payment_records,max_days_late,suspicious_transactions,max_fraud_risk_score,confirmed_fraud_transactions,customer_fraud_risk_level,max_loan_risk_score,average_loan_risk_score,customer_loan_risk_level,customer_revenue,customer_operational_cost,customer_profit,profit_margin_pct,profitability_segment,high_value_customer_flag,combined_risk_level,customer_value_category
C00138,Naveen Nair,Retail,Kochi,Kerala,43150.0,Low,35,313959.53,647.03,582.03,65.0,2,181288.93000000002,100.63,1207.56,1.0,474.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,647.03,2264.0,-1616.97,-249.90649583481445,Loss Making,1,Medium,High Value - Low/Medium Risk
C00139,Naveen Singh,Retail,Madurai,Tamil Nadu,99271.0,High,17,153578.52,319.24,315.72,3.519999999999982,1,106121.72,131.71,1580.52,1.0,640.38,1.0,333731.96,196932.11,29973.067142,0.0,382469.82,12.0,9.0,10.0,0,30,0,Medium,40.0,40.0,Medium,30292.307142,2536.62,27755.687142000002,91.62619080775463,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00140,Divya Patel,Mass Affluent,Madurai,Tamil Nadu,54850.0,Low,24,229309.73,355.96999999999997,404.03,-48.06,1,49627.52,174.97,2099.64,3.0,615.72,1.0,238860.02,163519.81,27585.791947,0.0,176413.04,24.0,23.0,10.0,1,40,0,High,35.0,35.0,Medium,27941.761947000003,3119.3900000000003,24822.371947000003,88.83610129555586,Medium Profit,0,High,Low Value - High Risk
C00141,Suresh Iyer,Retail,Chennai,Tamil Nadu,156140.0,Low,21,310644.94,437.86,353.89,83.97000000000003,1,285609.95,27.02,324.24,1.0,365.56,1.0,256739.75,179246.06,26994.456636000003,0.0,123321.87,5.0,5.0,7.0,3,70,3,Critical,40.0,40.0,Medium,27432.316636000003,1043.69,26388.626636000005,96.19539970375544,Medium Profit,1,Critical,High Value - High Risk
C00142,Rohit Reddy,Senior Citizen,Pune,Maharashtra,60269.0,Low,21,131638.33,485.82,323.06,162.76,1,36769.03,36.25,435.0,3.0,1207.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Low,0.0,0.0,,485.82,1965.87,-1480.05,-304.6498703223416,Loss Making,0,Low,Low Value - Low/Medium Risk
C00143,Deepa Reddy,Student,Kochi,Kerala,59940.0,Low,16,130759.78,295.56,259.9,35.660000000000025,1,16791.39,23.29,279.48,1.0,575.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,295.56,1114.63,-819.0700000000002,-277.1247800784951,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00144,Priya Kumar,Student,Mumbai,Maharashtra,56191.0,Low,14,116937.45,205.7,223.42,-17.72,1,23559.77,30.71,368.52,3.0,901.7,1.0,2209686.85,1011926.59,160896.32781,0.0,1581442.55,24.0,23.0,10.0,0,20,0,Medium,40.0,40.0,Medium,161102.02781,1493.6399999999999,159608.38781,99.07286083216682,High Profit,0,Medium,Low Value - Low/Medium Risk
C00145,Ajay Verma,Premium,Hyderabad,Telangana,106663.0,Low,10,53756.5,162.85,147.32999999999998,15.52000000000001,1,10440.74,39.36,472.32,3.0,983.91,1.0,190348.43,124188.19,20143.324417999997,1.0,169520.88,17.0,17.0,58.0,0,5,0,Low,70.0,70.0,Critical,20306.174417999995,1603.56,18702.614417999994,92.10309156717102,Medium Profit,0,Critical,Low Value - High Risk
C00146,Rahul Singh,Retail,Kochi,Kerala,141788.0,Low,38,317253.49,662.04,639.54,22.5,1,101557.11,113.14,1357.68,4.0,1516.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,662.04,3513.63,-2851.59,-430.7277505890883,Loss Making,1,High,High Value - High Risk
C00147,Priya Verma,Mass Affluent,Mumbai,Maharashtra,112013.0,Low,18,184423.43,355.24,245.6,109.64000000000001,1,170221.58,38.04,456.48,3.0,1147.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,40,0,High,0.0,0.0,,355.24,1849.75,-1494.51,-420.7043125774124,Loss Making,0,High,Low Value - High Risk
C00148,Arun Patel,Retail,Kolkata,West Bengal,31390.0,Medium,42,458801.95,567.21,760.22,-193.01,2,669176.32,144.02,1728.2400000000002,0.0,0.0,1.0,108218.93,28340.78,3726.81257,1.0,103622.12,11.0,11.0,51.0,0,35,0,Medium,70.0,70.0,Critical,4294.02257,2488.46,1805.56257,42.04827852127475,Medium Profit,1,Critical,High Value - High Risk
C00149,Rohit Rao,Retail,Coimbatore,Tamil Nadu,53228.0,Medium,65,422687.79,1092.8,1002.73,90.06999999999994,2,125135.72,167.54,2010.48,1.0,394.77,1.0,656254.27,0.0,0.0,0.0,362453.41,24.0,22.0,10.0,0,35,0,Medium,30.0,30.0,Medium,1092.8,3407.98,-2315.1800000000003,-211.85761346998538,Loss Making,1,Medium,High Value - Low/Medium Risk
C00150,Sneha Reddy,Retail,Madurai,Tamil Nadu,40857.0,Low,35,225541.58,556.4300000000001,633.91,-77.4799999999999,2,75839.41,155.32999999999998,1863.9599999999998,3.0,1146.1100000000001,1.0,220953.42,33907.4,5235.302559999999,0.0,131227.54,24.0,23.0,10.0,0,30,0,Medium,35.0,35.0,Medium,5791.7325599999995,3643.98,2147.7525599999994,37.08307553482752,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00151,Kavya Iyer,Mass Affluent,Pune,Maharashtra,43116.0,Low,22,160237.85,379.63,393.25,-13.620000000000005,1,87761.21,95.09,1141.08,1.0,457.31,1.0,895344.63,773244.77,121476.75336700001,0.0,728372.67,24.0,24.0,10.0,0,25,0,Medium,40.0,40.0,Medium,121856.38336700002,1991.6399999999999,119864.74336700002,98.36558418609742,High Profit,0,Medium,Low Value - Low/Medium Risk
C00152,Sneha Sharma,Retail,Chennai,Tamil Nadu,98474.0,Medium,19,209256.22,381.96000000000004,312.11,69.85000000000002,1,114866.8,159.96,1919.52,4.0,1842.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,381.96000000000004,4073.91,-3691.95,-966.5802701853595,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00153,Vijay Sharma,Student,Kochi,Kerala,26346.0,Low,20,202556.12999999998,377.96999999999997,288.01,89.95999999999998,1,38386.16,62.23,746.76,2.0,480.14,1.0,887782.16,0.0,0.0,0.0,1127569.32,24.0,21.0,10.0,0,30,0,Medium,25.0,25.0,Medium,377.96999999999997,1514.9099999999999,-1136.9399999999998,-300.80165092467655,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00154,Pooja Iyer,Retail,Madurai,Tamil Nadu,108851.0,Medium,13,75504.45999999999,225.24,188.75,36.49000000000001,1,448679.75,134.02,1608.2400000000002,1.0,132.46,0.0,0.0,0.0,0.0,0.0,1481529.85,24.0,22.0,10.0,0,5,0,Low,0.0,0.0,,225.24,1929.4500000000003,-1704.2100000000003,-756.6196057538626,Loss Making,1,Low,High Value - Low/Medium Risk
C00155,Anitha Kumar,Premium,Bengaluru,Karnataka,61999.0,Low,15,85517.88,251.12,189.54999999999998,61.57000000000002,1,52853.76,49.29,591.48,1.0,102.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Low,0.0,0.0,,251.12,883.61,-632.49,-251.86763300414142,Loss Making,0,Low,Low Value - Low/Medium Risk
C00156,Ajay Patel,Sme Owner,Hyderabad,Telangana,34070.0,Low,44,349947.79,864.61,747.54,117.07000000000005,2,360770.99,162.54,1950.48,3.0,1744.3400000000001,1.0,1011149.32,0.0,0.0,0.0,599123.07,24.0,24.0,10.0,0,35,0,Medium,40.0,40.0,Medium,864.61,4442.360000000001,-3577.7500000000005,-413.7992852268654,Loss Making,1,Medium,High Value - Low/Medium Risk
C00157,Vishal Patel,Senior Citizen,Delhi,Delhi,30532.0,Low,21,188360.35,364.24,302.43,61.81,1,116138.28,42.36,508.32,1.0,211.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,364.24,1022.44,-658.2,-180.7050296507797,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00158,Anitha Verma,Retail,Delhi,Delhi,55875.0,Low,16,195801.1,298.56,209.15,89.41,1,193800.65,40.39,484.68,6.0,2473.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,Medium,0.0,0.0,,298.56,3167.52,-2868.96,-960.9324758842444,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00159,Rahul Nair,Mass Affluent,Hyderabad,Telangana,28022.0,Medium,23,387978.27,511.62,412.61,99.00999999999999,1,52199.26,168.46,2021.52,2.0,615.06,1.0,250459.42,0.0,0.0,0.0,151077.6,20.0,17.0,10.0,5,70,4,Critical,50.0,50.0,High,511.62,3049.19,-2537.57,-495.9872561666862,Loss Making,1,Critical,High Value - High Risk
C00160,Meena Patel,Mass Affluent,Mumbai,Maharashtra,125137.0,Low,16,109145.81,295.27,274.58,20.689999999999998,1,54910.21,34.59,415.08000000000004,2.0,184.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,295.27,873.98,-578.71,-195.99349747688558,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00161,Rohit Patel,Student,Madurai,Tamil Nadu,36865.0,Low,35,149725.95,643.18,585.3,57.879999999999995,2,73280.67,220.95999999999998,2651.5199999999995,1.0,569.78,1.0,119180.75,26728.39,3514.783285,0.0,23147.57,5.0,5.0,10.0,0,5,0,Low,25.0,25.0,Medium,4157.963285,3806.5999999999995,351.36328500000036,8.450370071028667,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00162,Lakshmi Verma,Mass Affluent,Bengaluru,Karnataka,67753.0,Low,17,132619.81,332.75,296.12,36.629999999999995,1,150612.0,146.33,1755.96,3.0,1179.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,332.75,3231.17,-2898.42,-871.0503380916604,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00163,Deepa Sharma,Senior Citizen,Pune,Maharashtra,34870.0,Low,11,83432.2,177.52,220.79,-43.26999999999998,1,371435.18,116.15,1393.8000000000002,3.0,1448.98,1.0,711439.14,216073.0,30595.9368,0.0,813375.89,12.0,10.0,10.0,0,30,0,Medium,30.0,30.0,Medium,30773.4568,3063.57,27709.8868,90.04476481173216,Medium Profit,1,Medium,High Value - Low/Medium Risk
C00164,Priya Patel,Mass Affluent,Coimbatore,Tamil Nadu,25308.0,Low,41,646583.9,844.5,714.42,130.08000000000004,2,79993.26000000001,162.93,1955.16,3.0,829.6700000000001,1.0,336863.28,0.0,0.0,0.0,329560.66,24.0,21.0,10.0,3,70,3,Critical,35.0,35.0,Medium,844.5,3499.25,-2654.75,-314.3576080521018,Loss Making,1,Critical,High Value - High Risk
C00165,Arun Nair,Retail,Bengaluru,Karnataka,83046.0,High,17,106121.14,339.89,265.62,74.26999999999998,1,49286.86,96.56,1158.72,4.0,1432.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,339.89,2856.65,-2516.76,-740.4630910000295,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00166,Anitha Gupta,Senior Citizen,Mumbai,Maharashtra,69741.0,Medium,19,169964.93,335.04,290.82,44.22000000000003,1,208127.64,78.33,939.96,4.0,1601.4099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,335.04,2832.1899999999996,-2497.1499999999996,-745.3289159503341,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00167,Karthik Rao,Retail,Pune,Maharashtra,48994.0,Medium,32,322805.83,563.95,438.67,125.28000000000003,2,130064.66999999998,149.59,1795.08,0.0,0.0,1.0,227959.69,0.0,0.0,0.0,90511.86,13.0,12.0,10.0,1,45,0,High,35.0,35.0,Medium,563.95,2233.75,-1669.8,-296.09007890770454,Loss Making,1,High,High Value - High Risk
C00168,Deepa Gupta,Senior Citizen,Kolkata,West Bengal,52633.0,Medium,16,126730.59000000001,269.27,324.32,-55.05000000000001,1,351066.16,22.75,273.0,2.0,382.88,1.0,176927.72,105525.78,15617.815440000002,0.0,105394.52,18.0,16.0,9.0,0,25,0,Medium,25.0,25.0,Medium,15887.085440000003,980.1999999999999,14906.885440000002,93.83020879630895,Medium Profit,1,Medium,High Value - Low/Medium Risk
C00169,Pooja Verma,Retail,Chennai,Tamil Nadu,75059.0,Medium,58,457217.32,1076.56,983.47,93.08999999999992,3,133039.64,320.52,3846.24,2.0,918.72,1.0,87214.42,21622.78,3109.355764,0.0,103249.77,22.0,19.0,10.0,0,35,0,Medium,25.0,25.0,Medium,4185.915763999999,5748.43,-1562.514236000001,-37.32789487638627,Loss Making,1,Medium,High Value - Low/Medium Risk
C00170,Lakshmi Rao,Retail,Chennai,Tamil Nadu,65189.0,Low,23,104593.77,454.84000000000003,401.1,53.74000000000001,1,34897.41,30.73,368.76,1.0,172.58,1.0,143045.58,0.0,0.0,0.0,61935.770000000004,17.0,16.0,10.0,0,0,0,Low,25.0,25.0,Medium,454.84000000000003,942.44,-487.6,-107.20253275877232,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00171,Vishal Nair,Retail,Hyderabad,Telangana,155346.0,Low,18,58533.24,313.57,254.48,59.09,1,140618.9,162.21,1946.52,2.0,1097.77,1.0,1181636.44,822019.43,98231.321885,0.0,1075164.55,24.0,23.0,10.0,0,5,0,Low,30.0,30.0,Medium,98544.891885,3298.77,95246.121885,96.65252055494707,High Profit,0,Medium,Low Value - Low/Medium Risk
C00172,Ajay Rao,Mass Affluent,Kolkata,West Bengal,34215.0,Medium,15,159115.92,269.56,227.71,41.849999999999994,1,192707.33,103.76,1245.1200000000001,1.0,264.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,269.56,1736.8700000000001,-1467.3100000000002,-544.3352129396054,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00173,Rohit Patel,Mass Affluent,Chennai,Tamil Nadu,58542.0,Low,12,67406.97,240.03,216.19,23.840000000000003,1,24196.36,38.49,461.88,0.0,0.0,1.0,154639.84,107102.79,16236.782964,0.0,81874.37,18.0,15.0,9.0,0,5,0,Low,35.0,35.0,Medium,16476.812964,678.0699999999999,15798.742964000001,95.88470172307287,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00174,Sneha Singh,Retail,Delhi,Delhi,83097.0,Medium,32,355667.2,483.12,456.23,26.889999999999986,2,277375.28,203.3,2439.6000000000004,1.0,69.35,1.0,178980.63,151184.96,19049.304959999998,0.0,95535.8,24.0,21.0,10.0,0,25,0,Medium,30.0,30.0,Medium,19532.424959999997,2965.1800000000003,16567.244959999996,84.81919164634026,Medium Profit,1,Medium,High Value - Low/Medium Risk
C00175,Sanjay Iyer,Retail,Chennai,Tamil Nadu,29766.0,Medium,14,134432.76,274.49,212.65,61.84,1,58673.98,161.93,1943.16,2.0,263.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,274.49,2418.96,-2144.4700000000003,-781.256147764946,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00176,Anitha Gupta,Premium,Coimbatore,Tamil Nadu,34658.0,Low,36,325389.95,650.72,493.8,156.92000000000002,2,314348.72,151.75,1821.0,5.0,2186.08,1.0,479012.05,149397.11,17105.969094999997,0.0,245618.3,24.0,22.0,10.0,0,30,0,Medium,25.0,25.0,Medium,17756.689094999998,4500.88,13255.809094999997,74.65248180040851,Medium Profit,1,Medium,High Value - Low/Medium Risk
C00177,Rahul Nair,Mass Affluent,Pune,Maharashtra,73004.0,Low,21,164382.63999999998,357.22,320.07,37.150000000000034,1,57553.63,161.37,1936.44,2.0,536.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,357.22,2792.9500000000003,-2435.7300000000005,-681.8571188623258,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00178,Suresh Nair,Premium,Coimbatore,Tamil Nadu,28779.0,Low,35,262419.3,543.22,600.86,-57.639999999999986,2,176590.78,311.21000000000004,3734.5200000000004,1.0,210.25,1.0,161846.37,146773.9,25509.303819999997,0.0,102463.3,24.0,23.0,10.0,1,45,0,High,40.0,40.0,Medium,26052.52382,4545.63,21506.893819999998,82.55205510450234,Medium Profit,0,High,Low Value - High Risk
C00179,Divya Iyer,Student,Mumbai,Maharashtra,63289.0,Low,13,66052.91,210.63,172.09,38.53999999999999,1,28789.09,88.31,1059.72,2.0,852.6899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Low,0.0,0.0,,210.63,2084.5,-1873.87,-889.6500973270664,Loss Making,0,Low,Low Value - Low/Medium Risk
C00180,Rohit Nair,Retail,Mumbai,Maharashtra,52623.0,High,25,426662.48,304.51,375.95,-71.44,1,530042.67,167.97,2015.6399999999999,2.0,855.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,70,4,Critical,0.0,0.0,,304.51,3247.0599999999995,-2942.5499999999993,-966.3229450592754,Loss Making,1,Critical,High Value - High Risk
C00181,Kavya Kumar,Mass Affluent,Coimbatore,Tamil Nadu,57662.0,Medium,19,244098.88,363.1,306.48,56.620000000000005,1,33198.16,121.04,1452.48,1.0,333.93,1.0,234542.01,109134.89,18618.412233999996,0.0,273765.25,12.0,11.0,10.0,0,20,0,Medium,55.0,55.0,High,18981.512233999994,2092.89,16888.622233999995,88.97406079031374,Medium Profit,0,High,Low Value - High Risk
C00182,Meena Rao,Retail,Delhi,Delhi,38300.0,Low,12,66109.78,255.5,174.37,81.13,1,427928.72,56.19,674.28,1.0,88.77,1.0,92334.07,75035.72,11510.479448,0.0,65182.81,24.0,23.0,10.0,0,5,0,Low,35.0,35.0,Medium,11765.979448,937.42,10828.559448,92.0327924747536,Medium Profit,1,Medium,High Value - Low/Medium Risk
C00183,Suresh Nair,Retail,Delhi,Delhi,152999.0,Low,19,129609.31999999999,359.8,328.86,30.939999999999998,1,84406.78,148.27,1779.2400000000002,2.0,894.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,Medium,0.0,0.0,,359.8,3002.8900000000003,-2643.09,-734.5997776542524,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00184,Kavya Kumar,Student,Chennai,Tamil Nadu,54987.0,High,24,162373.27,412.73,424.95,-12.21999999999997,1,79076.7,86.02,1032.24,3.0,1284.45,1.0,1752375.09,1271630.87,193415.05532700004,0.0,350667.0,6.0,5.0,5.0,0,35,0,Medium,30.0,30.0,Medium,193827.78532700005,2741.6400000000003,191086.14532700003,98.58552787188137,High Profit,0,Medium,Low Value - Low/Medium Risk
C00185,Priya Nair,Mass Affluent,Kochi,Kerala,34947.0,Low,17,135357.31,339.76,257.69,82.07,1,294232.79,89.7,1076.4,3.0,1087.96,1.0,900353.67,0.0,0.0,0.0,696118.13,18.0,18.0,10.0,0,35,0,Medium,70.0,70.0,Critical,339.76,2422.05,-2082.29,-612.870850011773,Loss Making,1,Critical,High Value - High Risk
C00186,Sanjay Verma,Sme Owner,Kolkata,West Bengal,36161.0,Medium,35,174422.35,730.9,509.36,221.53999999999996,2,108266.34,213.92,2567.04,1.0,372.08,1.0,1368772.62,919265.38,133201.55356200002,1.0,1226859.51,10.0,10.0,54.0,1,40,0,High,70.0,70.0,Critical,133932.453562,3448.48,130483.97356200001,97.42520956774406,High Profit,0,Critical,Low Value - High Risk
C00187,Rohit Singh,Retail,Pune,Maharashtra,41838.0,Low,26,171896.72,437.54,417.46999999999997,20.07000000000005,1,97432.27,178.69,2144.2799999999997,0.0,0.0,1.0,1306101.44,630781.77,91715.669358,0.0,751016.32,24.0,22.0,10.0,0,25,0,Medium,30.0,30.0,Medium,92153.209358,2561.7499999999995,89591.459358,97.22011852018304,High Profit,0,Medium,Low Value - Low/Medium Risk
C00188,Rahul Kumar,Senior Citizen,Hyderabad,Telangana,54248.0,Low,28,206027.79,497.92,370.26,127.66000000000003,1,41079.98,126.57,1518.84,2.0,203.88,1.0,657864.87,178110.62,24223.04432,1.0,400198.76,16.0,15.0,45.0,0,30,0,Medium,70.0,70.0,Critical,24720.96432,2092.98,22627.98432,91.53358269965742,Medium Profit,0,Critical,Low Value - High Risk
C00189,Geetha Reddy,Student,Delhi,Delhi,38637.0,Medium,16,949083.15,281.79,303.73,-21.939999999999998,1,83102.9,153.09,1837.08,3.0,1669.81,1.0,182217.29,59585.73,8079.824988,0.0,100827.29,24.0,23.0,10.0,1,70,1,Critical,25.0,25.0,Medium,8361.614988000001,3810.62,4550.994988000001,54.42722481878521,Medium Profit,1,Critical,High Value - High Risk
C00190,Meena Singh,Mass Affluent,Hyderabad,Telangana,47481.0,Low,22,471150.54,394.69,398.48,-3.7900000000000205,1,89423.27,25.13,301.56,1.0,129.15,1.0,175254.97,0.0,0.0,0.0,206506.44,12.0,11.0,10.0,3,70,3,Critical,55.0,55.0,High,394.69,829.1899999999999,-434.49999999999994,-110.08639691910105,Loss Making,1,Critical,High Value - High Risk
C00191,Deepa Singh,Senior Citizen,Kochi,Kerala,25087.0,Medium,31,252951.23,489.82,510.21,-20.389999999999986,2,310195.47000000003,116.28,1395.3600000000001,4.0,1374.08,1.0,891860.23,416237.09,68970.485813,0.0,648940.89,24.0,23.0,10.0,0,35,0,Medium,40.0,40.0,Medium,69460.30581300001,3279.65,66180.65581300002,95.27838243495584,High Profit,1,Medium,High Value - Low/Medium Risk
C00192,Vishal Sharma,Retail,Kolkata,West Bengal,37983.0,Low,37,459104.56,611.99,576.41,35.58000000000004,2,215779.09999999998,168.11,2017.3200000000002,5.0,1787.74,1.0,1420322.24,1239689.55,144051.92571,0.0,1036109.61,24.0,23.0,10.0,0,35,0,Medium,30.0,30.0,Medium,144663.91571,4381.47,140282.44571,96.97127650769298,High Profit,1,Medium,High Value - Low/Medium Risk
C00193,Kavya Singh,Sme Owner,Hyderabad,Telangana,73535.0,Low,23,144205.41,395.23,302.12,93.11000000000001,1,83989.0,91.94,1103.28,3.0,1760.0900000000001,1.0,2245642.37,474780.67,52795.610504,0.0,1140441.92,24.0,23.0,10.0,0,35,0,Medium,30.0,30.0,Medium,53190.840504,3165.4900000000002,50025.350504,94.0488062042149,High Profit,0,Medium,Low Value - Low/Medium Risk
C00194,Ajay Iyer,Retail,Kochi,Kerala,49812.0,Low,25,165411.18,502.82,464.09000000000003,38.72999999999996,2,663978.22,217.47,2609.64,5.0,2457.7799999999997,1.0,168844.29,131650.13,17404.147186000002,1.0,72674.94,20.0,17.0,58.0,0,20,0,Medium,70.0,70.0,Critical,17906.967186,5531.51,12375.457186000001,69.10973286238756,Medium Profit,1,Critical,High Value - High Risk
C00195,Sanjay Patel,Sme Owner,Mumbai,Maharashtra,28854.0,Medium,22,158473.04,376.90999999999997,381.12,-4.210000000000036,1,59086.94,20.44,245.28000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,376.90999999999997,626.4000000000001,-249.49000000000012,-66.19352099970818,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00196,Vijay Gupta,Sme Owner,Bengaluru,Karnataka,66609.0,Low,8,86484.69,149.29,140.68,8.609999999999985,1,40448.81,104.94,1259.28,2.0,666.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,149.29,2066.2200000000003,-1916.9300000000003,-1284.0310804474516,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00197,Sanjay Patel,Senior Citizen,Hyderabad,Telangana,46345.0,Low,38,298997.56,684.16,571.8,112.36000000000001,2,85763.03,270.18,3242.16,1.0,97.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,684.16,3911.8,-3227.6400000000003,-471.7668381665108,Loss Making,1,Medium,High Value - Low/Medium Risk
C00198,Pooja Gupta,Sme Owner,Madurai,Tamil Nadu,64974.0,Low,47,515598.51,813.72,783.13,30.590000000000032,2,212324.04,167.27,2007.2400000000002,1.0,423.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,813.72,3214.3100000000004,-2400.59,-295.01425551786855,Loss Making,1,Medium,High Value - Low/Medium Risk
C00199,Deepa Verma,Retail,Bengaluru,Karnataka,69261.0,Low,18,89904.46,265.86,360.33,-94.46999999999997,1,4663.75,105.64,1267.68,5.0,1172.2,1.0,807285.82,206599.71,27911.620820999997,0.0,446243.05,24.0,22.0,10.0,0,25,0,Medium,25.0,25.0,Medium,28177.480820999997,2800.21,25377.270821,90.06224148358547,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00200,Rahul Gupta,Retail,Chennai,Tamil Nadu,56163.0,Low,43,363454.31,759.5600000000001,744.8,14.760000000000105,2,506858.17000000004,147.82,1773.84,1.0,255.39,1.0,888526.52,239402.02,32175.631487999995,0.0,371804.92,18.0,16.0,10.0,0,30,0,Medium,25.0,25.0,Medium,32935.191488,2774.0299999999997,30161.161487999998,91.57730720645507,Medium Profit,1,Medium,High Value - Low/Medium Risk
C00201,Ajay Patel,Student,Kochi,Kerala,47340.0,Low,48,632623.51,757.31,820.11,-62.80000000000007,2,90073.6,116.56,1398.72,3.0,1382.61,1.0,160093.78,0.0,0.0,0.0,84129.57,18.0,15.0,10.0,3,70,3,Critical,40.0,40.0,Medium,757.31,3601.4399999999996,-2844.1299999999997,-375.5569053624011,Loss Making,1,Critical,High Value - High Risk
C00202,Rohit Iyer,Mass Affluent,Pune,Maharashtra,56707.0,Medium,9,57196.78,198.65,147.1,51.55000000000001,1,869686.47,38.14,457.68,4.0,1116.27,1.0,228210.8,0.0,0.0,0.0,23430.23,4.0,3.0,4.0,0,35,0,Medium,15.0,15.0,Low,198.65,1721.05,-1522.3999999999999,-766.3730178706267,Loss Making,1,Medium,High Value - Low/Medium Risk
C00203,Karthik Reddy,Retail,Bengaluru,Karnataka,84755.0,Low,18,208766.86,334.02,275.56,58.45999999999998,1,78194.87,146.24,1754.88,1.0,551.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,334.02,2581.62,-2247.6,-672.8938386922938,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00204,Divya Iyer,Sme Owner,Kolkata,West Bengal,117466.0,Medium,25,220926.83,400.92,422.06,-21.139999999999986,1,35235.32,96.59,1159.08,4.0,2146.21,1.0,1970548.72,1387957.01,222905.895806,0.0,2589992.01,24.0,22.0,10.0,0,25,0,Medium,40.0,40.0,Medium,223306.815806,3727.35,219579.465806,98.33083912528753,High Profit,0,Medium,Low Value - Low/Medium Risk
C00205,Geetha Nair,Mass Affluent,Kochi,Kerala,70144.0,Medium,50,416752.55,970.55,838.41,132.14,3,773858.6,371.5,4458.0,2.0,187.25,1.0,176480.69,57727.0,9265.183500000001,0.0,108636.33,18.0,17.0,10.0,0,35,0,Medium,40.0,40.0,Medium,10235.7335,5483.66,4752.0735,46.42631131418183,Medium Profit,1,Medium,High Value - Low/Medium Risk
