customer_id,customer_name,customer_segment,city,state,annual_income,declared_risk_segment,total_transactions,total_transaction_value,transaction_fee_revenue,transaction_operational_cost,net_transaction_profit,number_of_accounts,total_account_balance,monthly_account_service_cost,annual_account_service_cost,total_complaints,complaint_service_cost,total_loans,total_loan_amount,total_outstanding_balance,estimated_interest_revenue,defaulted_loans,total_payments_made,payment_records,delayed_payment_records,max_days_late,suspicious_transactions,max_fraud_risk_score,confirmed_fraud_transactions,customer_fraud_risk_level,max_loan_risk_score,average_loan_risk_score,customer_loan_risk_level,customer_revenue,customer_operational_cost,customer_profit,profit_margin_pct,profitability_segment,high_value_customer_flag,combined_risk_level
C00752,Rahul Gupta,Mass Affluent,Chennai,Tamil Nadu,43962.0,Low,20,154777.29,382.65999999999997,361.95,20.70999999999998,1,270043.63,71.6,859.1999999999999,1.0,390.84,1.0,166673.6,27939.88,5336.5170800000005,0.0,200153.87,12.0,10.0,10.0,0,25,0,Medium,70.0,70.0,Critical,5719.17708,1611.9899999999998,4107.187080000001,71.81430164774684,Medium Profit,1,Critical
C00782,Rohit Reddy,Senior Citizen,Mumbai,Maharashtra,13412.0,Low,47,235777.81,776.1800000000001,817.64,-41.45999999999992,3,347366.51,419.13,5029.5599999999995,2.0,867.2,1.0,94555.07,65198.22,9818.851932000001,1.0,70994.31,8.0,8.0,25.0,0,30,0,Medium,70.0,70.0,Critical,10595.031932000002,6714.4,3880.631932000002,36.626901711163256,Medium Profit,1,Critical
C00323,Rahul Gupta,Mass Affluent,Bengaluru,Karnataka,58949.0,Low,31,336917.21,510.85,512.03,-1.17999999999995,2,492470.95999999996,212.35000000000002,2548.2000000000003,2.0,293.56,1.0,112191.58,43063.25,6364.74835,1.0,67758.62,20.0,17.0,60.0,0,35,0,Medium,70.0,70.0,Critical,6875.59835,3353.7900000000004,3521.80835,51.22184529583523,Medium Profit,1,Critical
C00053,Naveen Iyer,Retail,Chennai,Tamil Nadu,53996.0,Low,44,318867.4,727.28,730.51,-3.230000000000018,2,451723.39,246.60000000000002,2959.2000000000003,1.0,212.39,1.0,156698.04,42145.99,6473.624063999999,0.0,126706.65,24.0,20.0,10.0,0,20,0,Medium,60.0,60.0,High,7200.9040639999985,3902.1,3298.8040639999986,45.81097088200284,Medium Profit,1,High
C00090,Lakshmi Gupta,Mass Affluent,Madurai,Tamil Nadu,28243.0,Low,35,271211.71,637.04,576.81,60.23000000000002,2,284258.75,167.17000000000002,2006.0400000000002,4.0,2310.7,1.0,162399.69,41469.9,7468.7289900000005,0.0,160162.99,10.0,8.0,10.0,0,25,0,Medium,55.0,55.0,High,8105.7689900000005,4893.55,3212.2189900000003,39.62880010475107,Medium Profit,1,High
C00134,Rohit Gupta,Senior Citizen,Chennai,Tamil Nadu,37166.0,Low,33,285667.13,543.41,543.12,0.2899999999999636,2,158774.54,259.76,3117.12,1.0,603.1,1.0,95420.29,37649.77,6434.345692999999,0.0,110987.41,12.0,12.0,10.0,0,35,0,Medium,55.0,55.0,High,6977.755692999999,4263.34,2714.415692999999,38.90098496459353,Medium Profit,1,High
C00417,Anitha Nair,Senior Citizen,Hyderabad,Telangana,37873.0,High,23,482736.68,401.55,378.57,22.980000000000018,1,85456.34,125.95,1511.4,4.0,1175.32,1.0,133249.52,31578.53,4739.937353,0.0,152763.23,12.0,12.0,8.0,2,40,0,High,35.0,35.0,Medium,5141.487353,3065.29,2076.1973530000005,40.381259554952756,Medium Profit,1,High
C00148,Arun Patel,Retail,Kolkata,West Bengal,31390.0,Medium,42,458801.95,567.21,760.22,-193.01,2,669176.32,144.02,1728.2400000000002,0.0,0.0,1.0,108218.93,28340.78,3726.81257,1.0,103622.12,11.0,11.0,51.0,0,35,0,Medium,70.0,70.0,Critical,4294.02257,2488.46,1805.56257,42.04827852127475,Medium Profit,1,Critical
C00463,Deepa Iyer,Sme Owner,Hyderabad,Telangana,46998.0,Medium,46,299693.9,825.88,736.88,89.0,2,130254.11,219.57999999999998,2634.96,2.0,1058.0700000000002,1.0,101019.42,27335.32,4111.232128,0.0,59340.380000000005,24.0,23.0,10.0,1,40,0,High,35.0,35.0,Medium,4937.112128,4429.91,507.2021279999999,10.273255191501292,Medium Profit,1,High
C00710,Ajay Sharma,Retail,Kochi,Kerala,27534.0,Low,15,416797.79000000004,242.5,234.22,8.280000000000001,1,320615.22,34.37,412.43999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,70,4,Critical,0.0,0.0,,242.5,646.66,-404.15999999999997,-166.66391752577317,Loss Making,1,Critical
C00190,Meena Singh,Mass Affluent,Hyderabad,Telangana,47481.0,Low,22,471150.54,394.69,398.48,-3.7900000000000205,1,89423.27,25.13,301.56,1.0,129.15,1.0,175254.97,0.0,0.0,0.0,206506.44,12.0,11.0,10.0,3,70,3,Critical,55.0,55.0,High,394.69,829.1899999999999,-434.49999999999994,-110.08639691910105,Loss Making,1,Critical
C00955,Vishal Gupta,Retail,Chennai,Tamil Nadu,44407.0,Low,45,322782.01,868.84,713.15,155.69000000000005,3,373749.23,285.04,3420.4800000000005,3.0,1451.71,1.0,93644.81,24279.87,4173.709653000001,1.0,61417.77,20.0,19.0,53.0,0,20,0,Medium,70.0,70.0,Critical,5042.549653000001,5585.34,-542.7903469999992,-10.76420430837152,Loss Making,1,Critical
C00476,Vijay Sharma,Retail,Kolkata,West Bengal,46741.0,High,25,349173.91,472.68,395.95,76.73000000000002,1,28684.72,81.04,972.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,70,6,Critical,0.0,0.0,,472.68,1368.43,-895.75,-189.5045273758145,Loss Making,1,Critical
C00251,Sneha Verma,Retail,Mumbai,Maharashtra,32576.0,Medium,16,298203.13,154.67,208.72,-54.05000000000001,1,209737.73,51.09,613.08,1.0,252.69,1.0,478451.32,0.0,0.0,0.0,632184.17,24.0,24.0,10.0,5,70,2,Critical,40.0,40.0,Medium,154.67,1074.49,-919.82,-594.6983901209027,Loss Making,1,Critical
C00083,Lakshmi Iyer,Mass Affluent,Pune,Maharashtra,44069.0,High,28,579057.94,528.21,489.25,38.960000000000036,1,88171.08,81.76,981.1200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,70,4,Critical,0.0,0.0,,528.21,1470.3700000000001,-942.1600000000001,-178.36845194146267,Loss Making,1,Critical
C00015,Karthik Verma,Mass Affluent,Delhi,Delhi,30471.0,Low,22,449022.36,474.08,336.91,137.16999999999996,1,14560.3,23.79,285.48,2.0,833.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,70,6,Critical,0.0,0.0,,474.08,1456.1200000000001,-982.0400000000002,-207.14647316908543,Loss Making,1,Critical
C00060,Priya Sharma,Premium,Coimbatore,Tamil Nadu,26644.0,High,34,299892.47000000003,656.33,502.77,153.56000000000006,2,134952.87,56.26,675.12,2.0,691.61,1.0,172857.12,0.0,0.0,0.0,200380.14,12.0,11.0,10.0,1,40,0,High,35.0,35.0,Medium,656.33,1869.5,-1213.17,-184.84146694498193,Loss Making,1,High
C00045,Naveen Sharma,Student,Mumbai,Maharashtra,17748.0,Low,44,500586.76,908.17,640.29,267.88,2,148635.64,63.370000000000005,760.44,2.0,742.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,70,3,Critical,0.0,0.0,,908.17,2143.1800000000003,-1235.0100000000002,-135.98885671184914,Loss Making,1,Critical
C00645,Lakshmi Singh,Sme Owner,Delhi,Delhi,103455.0,Medium,22,559082.73,449.43,318.45,130.98000000000002,1,61367.6,70.85,850.1999999999999,2.0,578.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,70,3,Critical,0.0,0.0,,449.43,1746.7599999999998,-1297.3299999999997,-288.66119306677336,Loss Making,1,Critical
C00451,Lakshmi Sharma,Premium,Hyderabad,Telangana,57263.0,Medium,42,407245.33,853.85,706.92,146.93000000000006,2,148230.31,110.09,1321.08,1.0,129.38,1.0,1154096.99,0.0,0.0,0.0,1108080.12,24.0,23.0,10.0,1,40,0,High,25.0,25.0,Medium,853.85,2157.38,-1303.5300000000002,-152.6649879955496,Loss Making,1,High
C00021,Deepa Sharma,Retail,Mumbai,Maharashtra,38199.0,Medium,29,554883.7,493.63,424.23,69.39999999999998,1,40861.08,60.86,730.3199999999999,1.0,665.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,70,3,Critical,0.0,0.0,,493.63,1820.38,-1326.75,-268.77418309259974,Loss Making,1,Critical
C00167,Karthik Rao,Retail,Pune,Maharashtra,48994.0,Medium,32,322805.83,563.95,438.67,125.28000000000003,2,130064.66999999998,149.59,1795.08,0.0,0.0,1.0,227959.69,0.0,0.0,0.0,90511.86,13.0,12.0,10.0,1,45,0,High,35.0,35.0,Medium,563.95,2233.75,-1669.8,-296.09007890770454,Loss Making,1,High
C00558,Kavya Nair,Retail,Madurai,Tamil Nadu,59584.0,Medium,21,121982.18,275.76,347.73,-71.97000000000003,1,445086.32,111.15,1333.8000000000002,1.0,379.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,275.76,2060.94,-1785.18,-647.3672758920801,Loss Making,1,High
C00442,Kavya Patel,Premium,Chennai,Tamil Nadu,30099.0,Low,44,303692.08,875.67,697.41,178.26,2,83494.38,150.37,1804.44,1.0,197.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,875.67,2699.2799999999997,-1823.6099999999997,-208.25310904792897,Loss Making,1,High
C00185,Priya Nair,Mass Affluent,Kochi,Kerala,34947.0,Low,17,135357.31,339.76,257.69,82.07,1,294232.79,89.7,1076.4,3.0,1087.96,1.0,900353.67,0.0,0.0,0.0,696118.13,18.0,18.0,10.0,0,35,0,Medium,70.0,70.0,Critical,339.76,2422.05,-2082.29,-612.870850011773,Loss Making,1,Critical
C00316,Priya Reddy,Retail,Coimbatore,Tamil Nadu,92635.0,Medium,16,860519.2899999999,269.07,243.18,25.889999999999986,1,273573.68,49.89,598.6800000000001,3.0,1646.51,1.0,138357.32,0.0,0.0,0.0,74486.46,15.0,13.0,10.0,1,70,1,Critical,35.0,35.0,Medium,269.07,2488.37,-2219.2999999999997,-824.8039543613185,Loss Making,1,Critical
C00961,Rohit Patel,Retail,Pune,Maharashtra,249707.0,Low,34,461191.35,533.04,550.0,-16.960000000000036,2,76754.69,187.55,2250.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,70,4,Critical,0.0,0.0,,533.04,2800.6000000000004,-2267.5600000000004,-425.40147080894496,Loss Making,1,Critical
C00089,Geetha Rao,Mass Affluent,Madurai,Tamil Nadu,142722.0,Medium,24,928778.18,411.94,404.08,7.860000000000014,1,164378.4,178.86,2146.32,1.0,152.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,70,1,Critical,0.0,0.0,,411.94,2702.53,-2290.59,-556.0494246734961,Loss Making,1,Critical
C00462,Sneha Singh,Premium,Chennai,Tamil Nadu,49586.0,Low,19,933312.7999999999,414.46,305.32,109.13999999999999,1,71381.06,173.46,2081.52,1.0,345.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,70,1,Critical,0.0,0.0,,414.46,2732.32,-2317.86,-559.2481783525552,Loss Making,1,Critical
C00888,Geetha Patel,Retail,Bengaluru,Karnataka,107756.0,Low,37,347965.0,703.03,552.66,150.37,2,110556.92,105.17,1262.04,3.0,1257.75,1.0,328500.15,0.0,0.0,0.0,407613.14,22.0,20.0,10.0,1,45,0,High,60.0,60.0,High,703.03,3072.45,-2369.42,-337.02971423694584,Loss Making,1,High
C00634,Meena Sharma,Sme Owner,Coimbatore,Tamil Nadu,31701.0,High,40,215687.01,686.26,661.15,25.110000000000014,2,316703.17,179.92000000000002,2159.04,1.0,324.03,1.0,117661.94,0.0,0.0,0.0,18588.510000000002,5.0,4.0,8.0,0,35,0,Medium,50.0,50.0,High,686.26,3144.2200000000003,-2457.96,-358.16745839769186,Loss Making,1,High
C00884,Lakshmi Singh,Retail,Chennai,Tamil Nadu,189960.0,Low,19,353218.59,351.34,290.14,61.19999999999999,1,184304.6,129.14,1549.6799999999998,3.0,995.9300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,70,4,Critical,0.0,0.0,,351.34,2835.75,-2484.41,-707.124153241874,Loss Making,1,Critical
C00410,Pooja Gupta,Retail,Pune,Maharashtra,60226.0,High,43,401787.64,719.47,648.35,71.12,2,212266.28,177.5,2130.0,3.0,438.47,1.0,998206.01,0.0,0.0,0.0,935090.73,23.0,21.0,10.0,3,45,0,High,40.0,40.0,Medium,719.47,3216.8199999999997,-2497.3499999999995,-347.1096779573852,Loss Making,1,High
C00159,Rahul Nair,Mass Affluent,Hyderabad,Telangana,28022.0,Medium,23,387978.27,511.62,412.61,99.00999999999999,1,52199.26,168.46,2021.52,2.0,615.06,1.0,250459.42,0.0,0.0,0.0,151077.6,20.0,17.0,10.0,5,70,4,Critical,50.0,50.0,High,511.62,3049.19,-2537.57,-495.9872561666862,Loss Making,1,Critical
C00780,Lakshmi Gupta,Mass Affluent,Coimbatore,Tamil Nadu,54178.0,Low,24,418576.36,319.31,341.78,-22.46999999999997,1,41837.54,133.44,1601.28,2.0,922.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,70,2,Critical,0.0,0.0,,319.31,2865.2599999999998,-2545.95,-797.3286148257179,Loss Making,1,Critical
C00164,Priya Patel,Mass Affluent,Coimbatore,Tamil Nadu,25308.0,Low,41,646583.9,844.5,714.42,130.08000000000004,2,79993.26000000001,162.93,1955.16,3.0,829.6700000000001,1.0,336863.28,0.0,0.0,0.0,329560.66,24.0,21.0,10.0,3,70,3,Critical,35.0,35.0,Medium,844.5,3499.25,-2654.75,-314.3576080521018,Loss Making,1,Critical
C00802,Sanjay Kumar,Retail,Kolkata,West Bengal,38523.0,Low,21,354284.63,369.77,386.81,-17.04000000000002,1,14993.67,120.02,1440.24,3.0,1264.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,70,3,Critical,0.0,0.0,,369.77,3091.79,-2722.02,-736.1386808015794,Loss Making,1,Critical
C00287,Rohit Nair,Sme Owner,Kolkata,West Bengal,45624.0,Low,17,417502.27,244.92000000000002,261.56,-16.639999999999986,1,24311.46,129.88,1558.56,3.0,1202.26,1.0,94467.88,0.0,0.0,0.0,60924.93,16.0,15.0,9.0,4,70,2,Critical,25.0,25.0,Medium,244.92000000000002,3022.38,-2777.46,-1134.0274375306221,Loss Making,1,Critical
C00950,Sanjay Kumar,Retail,Hyderabad,Telangana,121074.0,Low,22,325686.22,422.08,384.93,37.14999999999998,1,70971.8,128.34,1540.08,2.0,1277.5,1.0,895527.31,0.0,0.0,0.0,315456.75,12.0,10.0,9.0,6,70,6,Critical,40.0,40.0,Medium,422.08,3202.51,-2780.4300000000003,-658.7447877179683,Loss Making,1,Critical
C00894,Vijay Singh,Retail,Coimbatore,Tamil Nadu,42464.0,Medium,19,230141.02,334.84000000000003,270.89,63.950000000000045,1,319610.64,119.46,1433.52,3.0,1413.52,1.0,935351.12,0.0,0.0,0.0,644681.68,22.0,19.0,10.0,0,35,0,Medium,55.0,55.0,High,334.84000000000003,3117.93,-2783.0899999999997,-831.1701110978377,Loss Making,1,High
C00201,Ajay Patel,Student,Kochi,Kerala,47340.0,Low,48,632623.51,757.31,820.11,-62.80000000000007,2,90073.6,116.56,1398.72,3.0,1382.61,1.0,160093.78,0.0,0.0,0.0,84129.57,18.0,15.0,10.0,3,70,3,Critical,40.0,40.0,Medium,757.31,3601.4399999999996,-2844.1299999999997,-375.5569053624011,Loss Making,1,Critical
C00146,Rahul Singh,Retail,Kochi,Kerala,141788.0,Low,38,317253.49,662.04,639.54,22.5,1,101557.11,113.14,1357.68,4.0,1516.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,662.04,3513.63,-2851.59,-430.7277505890883,Loss Making,1,High
C00819,Sanjay Gupta,Senior Citizen,Madurai,Tamil Nadu,46333.0,Low,46,551592.61,919.38,722.1,197.27999999999997,2,325728.70999999996,87.42,1049.04,3.0,2059.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,70,6,Critical,0.0,0.0,,919.38,3831.1,-2911.72,-316.70473580021314,Loss Making,1,Critical
C00180,Rohit Nair,Retail,Mumbai,Maharashtra,52623.0,High,25,426662.48,304.51,375.95,-71.44,1,530042.67,167.97,2015.6399999999999,2.0,855.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,70,4,Critical,0.0,0.0,,304.51,3247.0599999999995,-2942.5499999999993,-966.3229450592754,Loss Making,1,Critical
C00374,Naveen Iyer,Mass Affluent,Kochi,Kerala,49793.0,Medium,35,354384.77,615.65,589.88,25.769999999999982,2,82129.85,203.32,2439.84,1.0,550.63,1.0,774809.7,0.0,0.0,0.0,967171.85,24.0,22.0,10.0,1,40,0,High,25.0,25.0,Medium,615.65,3580.3500000000004,-2964.7000000000003,-481.55607894095675,Loss Making,1,High
C00906,Vijay Reddy,Retail,Pune,Maharashtra,66857.0,Medium,32,424720.68,694.53,480.33,214.2,2,122763.14,255.11,3061.32,1.0,127.63,1.0,308376.06,0.0,0.0,0.0,302769.81,24.0,22.0,10.0,4,70,4,Critical,40.0,40.0,Medium,694.53,3669.28,-2974.75,-428.31123205621066,Loss Making,1,Critical
C00415,Sneha Singh,Sme Owner,Hyderabad,Telangana,56548.0,Medium,45,338093.08,750.11,815.94,-65.83000000000004,3,664117.93,229.21,2750.52,1.0,191.13,1.0,196364.99,0.0,0.0,0.0,169734.04,24.0,21.0,10.0,1,40,0,High,65.0,65.0,High,750.11,3757.59,-3007.48,-400.9385290157444,Loss Making,1,High
C00356,Ajay Gupta,Retail,Coimbatore,Tamil Nadu,30005.0,Medium,41,341239.13,781.5600000000001,634.41,147.1500000000001,2,270290.62,252.07999999999998,3024.96,1.0,143.14,1.0,356144.69,0.0,0.0,0.0,464505.0,24.0,22.0,10.0,1,50,0,High,30.0,30.0,Medium,781.5600000000001,3802.5099999999998,-3020.95,-386.52822560008184,Loss Making,1,High
C00267,Priya Gupta,Mass Affluent,Coimbatore,Tamil Nadu,60165.0,Low,34,387967.25,539.59,484.49,55.10000000000002,2,26157.7,260.24,3122.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,40,0,High,0.0,0.0,,539.59,3607.37,-3067.7799999999997,-568.5390759650845,Loss Making,1,High
C00728,Suresh Verma,Retail,Madurai,Tamil Nadu,21491.0,High,25,297361.4,274.76,360.36,-85.60000000000002,1,70617.07,78.56,942.72,5.0,2310.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,70,2,Critical,0.0,0.0,,274.76,3613.72,-3338.96,-1215.2278352016306,Loss Making,1,Critical
C00286,Kavya Kumar,Premium,Kochi,Kerala,55187.0,Low,31,225145.75,491.18,465.95,25.230000000000018,2,273476.95,206.23,2474.7599999999998,2.0,1101.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,40,0,High,0.0,0.0,,491.18,4042.1799999999994,-3550.9999999999995,-722.9528889612768,Loss Making,1,High
C00269,Pooja Singh,Retail,Kolkata,West Bengal,24212.0,Medium,35,156328.87,495.65999999999997,497.32,-1.660000000000025,2,1353621.71,248.56,2982.7200000000003,2.0,659.99,1.0,107700.02,0.0,0.0,0.0,50915.62,17.0,17.0,10.0,0,0,0,Low,60.0,60.0,High,495.65999999999997,4140.030000000001,-3644.370000000001,-735.2560222733327,Loss Making,1,High
C00040,Ajay Reddy,Retail,Kolkata,West Bengal,49190.0,Low,34,272993.36,580.05,584.65,-4.600000000000023,2,303805.66,285.90999999999997,3430.9199999999996,1.0,392.47,1.0,1060372.66,0.0,0.0,0.0,1101686.15,24.0,23.0,10.0,1,40,0,High,50.0,50.0,High,580.05,4408.04,-3827.99,-659.941384363417,Loss Making,1,High
C00013,Arun Gupta,Retail,Madurai,Tamil Nadu,66300.0,Low,18,306866.47000000003,283.14,263.09000000000003,20.049999999999955,1,128547.28,124.56,1494.72,4.0,2450.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,70,2,Critical,0.0,0.0,,283.14,4207.93,-3924.7900000000004,-1386.1658543476726,Loss Making,1,Critical
C00911,Vishal Verma,Retail,Bengaluru,Karnataka,38993.0,Low,35,217935.78,626.17,603.38,22.789999999999964,2,323452.51,314.46000000000004,3773.5200000000004,1.0,220.26,1.0,107469.29,0.0,0.0,0.0,25085.0,9.0,9.0,10.0,0,35,0,Medium,60.0,60.0,High,626.17,4597.160000000001,-3970.9900000000007,-634.1712314547169,Loss Making,1,High
C00535,Anitha Kumar,Senior Citizen,Bengaluru,Karnataka,34767.0,Medium,34,370481.54,603.42,543.66,59.75999999999999,2,375373.93999999994,242.99,2915.88,3.0,1177.6399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,40,0,High,0.0,0.0,,603.42,4637.18,-4033.76,-668.4829803453648,Loss Making,1,High
C00579,Vijay Rao,Retail,Kolkata,West Bengal,66257.0,Low,38,325171.99,656.05,581.78,74.26999999999998,2,104540.45,243.32999999999998,2919.96,5.0,1303.8899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,40,0,High,0.0,0.0,,656.05,4805.629999999999,-4149.579999999999,-632.5097172471609,Loss Making,1,High
C00587,Priya Reddy,Student,Chennai,Tamil Nadu,109573.0,Low,38,332716.97000000003,739.26,591.22,148.03999999999996,2,246085.65,279.88,3358.56,2.0,1050.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,739.26,5000.719999999999,-4261.459999999999,-576.4494223953682,Loss Making,1,High
C00440,Priya Iyer,Senior Citizen,Coimbatore,Tamil Nadu,20599.0,Low,38,256175.35,578.81,582.33,-3.5200000000000955,2,999667.33,322.1,3865.2000000000003,2.0,397.88,1.0,1716973.26,0.0,0.0,0.0,759031.4299999999,8.0,5.0,5.0,1,40,0,High,25.0,25.0,Medium,578.81,4845.410000000001,-4266.6,-737.1330833952421,Loss Making,1,High
C00452,Ajay Kumar,Mass Affluent,Kolkata,West Bengal,68719.0,Low,35,303209.89,631.92,585.8,46.120000000000005,2,146230.96000000002,292.66,3511.92,1.0,910.94,1.0,273665.92,0.0,0.0,0.0,161619.82,24.0,19.0,10.0,4,70,2,Critical,40.0,40.0,Medium,631.92,5008.66,-4376.74,-692.609824028358,Loss Making,1,Critical
C00214,Geetha Sharma,Senior Citizen,Delhi,Delhi,63351.0,Low,23,471218.74,382.39,284.19,98.19999999999999,1,130656.78,178.34,2140.08,6.0,2338.46,1.0,879331.89,0.0,0.0,0.0,852624.99,24.0,24.0,10.0,4,70,4,Critical,40.0,40.0,Medium,382.39,4762.73,-4380.339999999999,-1145.5163576453356,Loss Making,1,Critical
C00831,Ajay Kumar,Sme Owner,Coimbatore,Tamil Nadu,46543.0,Low,59,511427.68,1053.42,1028.59,24.830000000000155,3,911504.1399999999,390.94,4691.28,2.0,484.19,1.0,1335861.05,0.0,0.0,0.0,390860.04,5.0,4.0,10.0,0,25,0,Medium,60.0,60.0,High,1053.42,6204.0599999999995,-5150.639999999999,-488.94458050919854,Loss Making,1,High
C00697,Naveen Reddy,Premium,Coimbatore,Tamil Nadu,31673.0,Medium,59,420762.81,832.4,840.46,-8.06000000000006,3,487827.59,384.29999999999995,4611.599999999999,1.0,614.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,832.4,6066.619999999999,-5234.219999999999,-628.8106679481018,Loss Making,1,High
C00736,Rohit Iyer,Retail,Kolkata,West Bengal,39682.0,Medium,47,490118.51,852.5,720.59,131.90999999999997,3,718800.3200000001,447.18999999999994,5366.279999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,852.5,6086.869999999999,-5234.369999999999,-614.0023460410556,Loss Making,1,High
C00942,Priya Verma,Retail,Kochi,Kerala,165687.0,Low,60,501758.5,1120.39,864.65,255.74000000000012,3,353695.18,402.96,4835.5199999999995,2.0,814.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,1120.39,6514.449999999999,-5394.059999999999,-481.444854024045,Loss Making,1,High
C00121,Suresh Iyer,Retail,Chennai,Tamil Nadu,78722.0,High,51,531007.6,833.83,755.5600000000001,78.26999999999998,3,2020851.5699999998,370.96,4451.5199999999995,3.0,1074.3,1.0,87489.86,0.0,0.0,0.0,90205.54,19.0,17.0,10.0,8,70,4,Critical,40.0,40.0,Medium,833.83,6281.38,-5447.55,-653.3166232925176,Loss Making,1,Critical
C00904,Naveen Iyer,Student,Bengaluru,Karnataka,44980.0,Medium,48,411841.29,902.33,876.5,25.83000000000004,3,424716.25,430.84,5170.08,3.0,443.21000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,902.33,6489.79,-5587.46,-619.2257821417885,Loss Making,1,High
C00493,Karthik Singh,Student,Mumbai,Maharashtra,83267.0,High,57,426439.33,926.5,946.38,-19.879999999999995,3,1540927.0299999998,452.77,5433.24,1.0,432.59,1.0,1523098.2,0.0,0.0,0.0,975479.28,24.0,24.0,10.0,0,30,0,Medium,60.0,60.0,High,926.5,6812.21,-5885.71,-635.2628170534268,Loss Making,1,High
C00779,Rohit Sharma,Retail,Kolkata,West Bengal,43506.0,Medium,60,386083.69,1111.12,957.0699999999999,154.04999999999995,3,530622.87,402.7,4832.4,2.0,1246.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,40,0,High,0.0,0.0,,1111.12,7036.049999999999,-5924.929999999999,-533.2394340845274,Loss Making,1,High
C00661,Rahul Iyer,Student,Madurai,Tamil Nadu,51842.0,Low,39,287193.94,594.75,613.2,-18.450000000000045,2,95601.68,323.16999999999996,3878.0399999999995,5.0,2341.2799999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,40,0,High,0.0,0.0,,594.75,6832.5199999999995,-6237.7699999999995,-1048.8053804119377,Loss Making,1,High
