customer_id,customer_name,customer_segment,city,state,annual_income,declared_risk_segment,total_transactions,total_transaction_value,transaction_fee_revenue,transaction_operational_cost,net_transaction_profit,number_of_accounts,total_account_balance,monthly_account_service_cost,annual_account_service_cost,total_complaints,complaint_service_cost,total_loans,total_loan_amount,total_outstanding_balance,estimated_interest_revenue,defaulted_loans,total_payments_made,payment_records,delayed_payment_records,max_days_late,suspicious_transactions,max_fraud_risk_score,confirmed_fraud_transactions,customer_fraud_risk_level,max_loan_risk_score,average_loan_risk_score,customer_loan_risk_level,customer_revenue,customer_operational_cost,customer_profit,profit_margin_pct,profitability_segment
C00796,Naveen Sharma,Mass Affluent,Kochi,Kerala,96812.0,Low,15,124536.91,288.75,190.41,98.34,1,71270.84,165.59,1987.08,4.0,1868.1399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,288.75,4045.6299999999997,-3756.8799999999997,-1301.0839826839826,Loss Making
C00969,Rahul Reddy,Premium,Kolkata,West Bengal,24965.0,Low,39,286626.61,750.26,615.28,134.98000000000002,2,357663.2,180.26999999999998,2163.24,5.0,1698.9299999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,750.26,4477.449999999999,-3727.1899999999987,-496.7864473649133,Loss Making
C00767,Arun Iyer,Retail,Hyderabad,Telangana,289579.0,Medium,31,209515.14,571.93,462.04,109.88999999999993,2,437652.64999999997,275.91,3310.92,1.0,514.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,571.93,4287.62,-3715.69,-649.6756596086934,Loss Making
C00952,Sneha Kumar,Student,Mumbai,Maharashtra,82299.0,Low,57,640609.88,1037.53,815.88,221.64999999999998,3,160660.27000000002,253.75,3045.0,3.0,879.9000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,Medium,0.0,0.0,,1037.53,4740.780000000001,-3703.250000000001,-356.92943818492006,Loss Making
C00152,Sneha Sharma,Retail,Chennai,Tamil Nadu,98474.0,Medium,19,209256.22,381.96000000000004,312.11,69.85000000000002,1,114866.8,159.96,1919.52,4.0,1842.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,381.96000000000004,4073.91,-3691.95,-966.5802701853595,Loss Making
C00390,Priya Kumar,Student,Mumbai,Maharashtra,34717.0,Medium,16,77750.07,292.61,224.36,68.25,1,19215.19,106.39,1276.68,4.0,2476.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Low,0.0,0.0,,292.61,3977.45,-3684.8399999999997,-1259.3007757766309,Loss Making
C00725,Rohit Gupta,Sme Owner,Mumbai,Maharashtra,42450.0,High,37,389249.17,703.48,541.3,162.18000000000006,2,212749.16999999998,206.62,2479.44,3.0,1359.72,1.0,2042137.4,0.0,0.0,0.0,2274501.19,12.0,12.0,10.0,0,35,0,Medium,25.0,25.0,Medium,703.48,4380.46,-3676.98,-522.6843691362939,Loss Making
C00499,Suresh Iyer,Student,Delhi,Delhi,41310.0,Low,53,368480.64,855.4300000000001,870.82,-15.389999999999986,3,756013.3900000001,135.18,1622.16,4.0,2034.1100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,855.4300000000001,4527.09,-3671.66,-429.21805407806596,Loss Making
C00345,Divya Reddy,Sme Owner,Coimbatore,Tamil Nadu,27875.0,Low,34,243989.36,499.9,588.86,-88.96000000000004,2,476202.55,221.76,2661.12,2.0,902.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,499.9,4152.72,-3652.82,-730.7101420284058,Loss Making
C00747,Divya Gupta,Retail,Chennai,Tamil Nadu,30003.0,Low,12,77718.42,224.91,197.03,27.879999999999995,1,196395.23,139.25,1671.0,3.0,2006.94,1.0,334299.63,0.0,0.0,0.0,422295.84,24.0,24.0,10.0,0,5,0,Low,25.0,25.0,Medium,224.91,3874.9700000000003,-3650.0600000000004,-1622.8980481081321,Loss Making
C00269,Pooja Singh,Retail,Kolkata,West Bengal,24212.0,Medium,35,156328.87,495.65999999999997,497.32,-1.660000000000025,2,1353621.71,248.56,2982.7200000000003,2.0,659.99,1.0,107700.02,0.0,0.0,0.0,50915.62,17.0,17.0,10.0,0,0,0,Low,60.0,60.0,High,495.65999999999997,4140.030000000001,-3644.370000000001,-735.2560222733327,Loss Making
C00600,Karthik Reddy,Sme Owner,Kolkata,West Bengal,50743.0,Medium,44,350990.12,764.07,710.03,54.04000000000008,2,135232.55,230.26,2763.12,2.0,922.9300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,764.07,4396.08,-3632.0099999999998,-475.35042600808816,Loss Making
C00338,Vishal Kumar,Senior Citizen,Delhi,Delhi,112507.0,Low,28,163800.37,516.52,426.75,89.76999999999998,2,128570.35,252.20999999999998,3026.5199999999995,2.0,688.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,516.52,4141.83,-3625.31,-701.8721443506544,Loss Making
C00921,Ajay Verma,Mass Affluent,Pune,Maharashtra,75056.0,Low,32,231289.51,530.63,524.84,5.789999999999964,2,81528.16,224.53000000000003,2694.3600000000006,2.0,916.8800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,530.63,4136.080000000001,-3605.4500000000007,-679.4659178712099,Loss Making
C00965,Vishal Sharma,Sme Owner,Kochi,Kerala,72272.0,High,18,138121.38,310.77,305.52,5.25,1,48524.84,38.88,466.56000000000006,6.0,3138.19,1.0,592785.4,0.0,0.0,0.0,790303.63,24.0,20.0,10.0,0,35,0,Medium,40.0,40.0,Medium,310.77,3910.27,-3599.5,-1158.2520835344467,Loss Making
C00913,Geetha Iyer,Retail,Pune,Maharashtra,37240.0,Low,28,207810.72999999998,494.08,478.31,15.769999999999982,2,222071.12999999998,226.07999999999998,2712.96,2.0,900.0,1.0,205032.54,0.0,0.0,0.0,58557.6,10.0,9.0,9.0,0,20,0,Medium,25.0,25.0,Medium,494.08,4091.27,-3597.19,-728.0582091968912,Loss Making
C00237,Geetha Nair,Premium,Pune,Maharashtra,89215.0,Low,35,320837.04,564.67,603.47,-38.80000000000007,2,766299.42,296.1,3553.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,564.67,4156.67,-3592.0,-636.1237536968496,Loss Making
C00432,Naveen Reddy,Retail,Mumbai,Maharashtra,54754.0,Medium,38,211576.65,769.25,606.44,162.80999999999995,2,167607.55,263.9,3166.7999999999997,1.0,579.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,Low,0.0,0.0,,769.25,4353.11,-3583.8599999999997,-465.8901527461813,Loss Making
C00401,Lakshmi Verma,Retail,Delhi,Delhi,94291.0,High,24,186267.31,376.07,427.66,-51.59000000000003,2,339063.80000000005,201.64000000000001,2419.6800000000003,2.0,1108.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,376.07,3955.94,-3579.87,-951.915866726939,Loss Making
C00156,Ajay Patel,Sme Owner,Hyderabad,Telangana,34070.0,Low,44,349947.79,864.61,747.54,117.07000000000005,2,360770.99,162.54,1950.48,3.0,1744.3400000000001,1.0,1011149.32,0.0,0.0,0.0,599123.07,24.0,24.0,10.0,0,35,0,Medium,40.0,40.0,Medium,864.61,4442.360000000001,-3577.7500000000005,-413.7992852268654,Loss Making
C00382,Vijay Singh,Mass Affluent,Delhi,Delhi,138045.0,Medium,14,109518.05,244.1,257.8,-13.700000000000017,1,84992.61,177.34,2128.08,4.0,1412.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,244.1,3798.83,-3554.73,-1456.2597296190086,Loss Making
C00292,Vijay Rao,Premium,Chennai,Tamil Nadu,85496.0,Medium,43,267735.04,625.52,682.97,-57.450000000000045,2,512328.37,177.94,2135.2799999999997,4.0,1361.38,1.0,2392557.75,0.0,0.0,0.0,617763.16,8.0,6.0,6.0,0,25,0,Medium,25.0,25.0,Medium,625.52,4179.63,-3554.11,-568.1848701880036,Loss Making
C00286,Kavya Kumar,Premium,Kochi,Kerala,55187.0,Low,31,225145.75,491.18,465.95,25.230000000000018,2,273476.95,206.23,2474.7599999999998,2.0,1101.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,40,0,High,0.0,0.0,,491.18,4042.1799999999994,-3550.9999999999995,-722.9528889612768,Loss Making
C00994,Kavya Singh,Student,Chennai,Tamil Nadu,44418.0,Low,37,227668.41999999998,761.28,712.24,49.039999999999964,2,751615.31,299.38,3592.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,761.28,4304.8,-3543.5200000000004,-465.46868432114337,Loss Making
C00918,Rahul Kumar,Sme Owner,Bengaluru,Karnataka,18570.0,Low,38,561653.39,549.8,486.86,62.93999999999994,2,122418.4,189.31,2271.7200000000003,3.0,1298.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,549.8,4056.6500000000005,-3506.8500000000004,-637.8410331029467,Loss Making
C00923,Meena Iyer,Student,Kolkata,West Bengal,74603.0,Low,17,107239.93,315.11,325.32,-10.20999999999998,1,313686.46,166.83,2001.96,3.0,1494.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,315.11,3821.82,-3506.71,-1112.8526546285423,Loss Making
C00762,Geetha Reddy,Retail,Mumbai,Maharashtra,54450.0,Low,39,270995.92,715.4,658.42,56.98000000000002,2,152989.34,273.49,3281.88,1.0,260.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,715.4,4200.49,-3485.0899999999997,-487.1526418786693,Loss Making
C00349,Pooja Iyer,Student,Chennai,Tamil Nadu,15123.0,Low,15,87262.6,213.46,249.13,-35.66999999999999,1,165109.2,136.19,1634.28,3.0,1792.57,1.0,245369.67,0.0,0.0,0.0,284224.77,12.0,12.0,10.0,0,20,0,Medium,35.0,35.0,Medium,213.46,3675.9799999999996,-3462.5199999999995,-1622.0931322027543,Loss Making
C00629,Ajay Singh,Mass Affluent,Mumbai,Maharashtra,29895.0,Low,19,74904.32,323.42,269.94,53.48000000000002,1,352867.45,162.11,1945.3200000000002,3.0,1564.3600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,Low,0.0,0.0,,323.42,3779.6200000000003,-3456.2000000000003,-1068.641395089976,Loss Making
C00749,Naveen Sharma,Student,Pune,Maharashtra,19719.0,Low,56,628802.29,889.72,958.17,-68.44999999999993,3,210860.66,280.35,3364.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,Medium,0.0,0.0,,889.72,4322.37,-3432.6499999999996,-385.81239041496195,Loss Making
C00745,Rahul Nair,Senior Citizen,Coimbatore,Tamil Nadu,37491.0,Low,42,355116.69,698.88,721.23,-22.350000000000023,2,392318.23000000004,191.46,2297.52,2.0,1063.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,698.88,4082.48,-3383.6,-484.14606227106225,Loss Making
C00919,Rohit Verma,Premium,Delhi,Delhi,52072.0,Low,17,128961.33,308.7,305.08,3.6200000000000045,1,30715.91,167.81,2013.72,3.0,1372.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,308.7,3691.79,-3383.09,-1095.9151279559444,Loss Making
C00038,Kavya Kumar,Premium,Pune,Maharashtra,207172.0,Low,34,252377.15,482.33000000000004,516.59,-34.25999999999999,2,167622.95,185.32000000000002,2223.84,2.0,1108.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,482.33000000000004,3848.71,-3366.38,-697.9412435469492,Loss Making
C00874,Naveen Gupta,Mass Affluent,Kochi,Kerala,36312.0,Low,22,139640.81,388.68,294.67,94.00999999999999,1,82396.74,102.55,1230.6,4.0,2219.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,388.68,3744.32,-3355.6400000000003,-863.342595451271,Loss Making
C00867,Anitha Singh,Retail,Madurai,Tamil Nadu,39164.0,Low,18,121115.59,361.03,315.1,45.92999999999995,1,195230.86,131.57,1578.84,4.0,1809.2399999999998,1.0,1739871.18,0.0,0.0,0.0,2362583.63,24.0,22.0,10.0,0,20,0,Medium,55.0,55.0,High,361.03,3703.18,-3342.1499999999996,-925.7263939284824,Loss Making
C00264,Karthik Reddy,Mass Affluent,Kochi,Kerala,44405.0,Medium,40,381497.45,793.19,639.21,153.98000000000002,2,556374.5499999999,291.19,3494.2799999999997,0.0,0.0,1.0,934542.57,0.0,0.0,0.0,1079644.4,12.0,12.0,10.0,0,30,0,Medium,25.0,25.0,Medium,793.19,4133.49,-3340.2999999999997,-421.1223036094756,Loss Making
C00728,Suresh Verma,Retail,Madurai,Tamil Nadu,21491.0,High,25,297361.4,274.76,360.36,-85.60000000000002,1,70617.07,78.56,942.72,5.0,2310.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,70,2,Critical,0.0,0.0,,274.76,3613.72,-3338.96,-1215.2278352016306,Loss Making
C00804,Kavya Rao,Sme Owner,Mumbai,Maharashtra,35194.0,Low,42,328487.55,610.5,644.26,-33.75999999999999,2,351618.51999999996,132.12,1585.44,3.0,1714.0700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,610.5,3943.77,-3333.27,-545.990171990172,Loss Making
C00494,Meena Verma,Retail,Mumbai,Maharashtra,62227.0,Low,57,577254.05,950.25,882.84,67.40999999999997,3,834570.97,267.05,3204.6000000000004,1.0,188.9,1.0,587393.99,0.0,0.0,0.0,103271.07,5.0,4.0,10.0,0,25,0,Medium,35.0,35.0,Medium,950.25,4276.34,-3326.09,-350.0226256248356,Loss Making
C00020,Vijay Sharma,Mass Affluent,Madurai,Tamil Nadu,58676.0,Low,35,255171.62,615.6800000000001,543.59,72.09000000000003,2,242929.05,282.22,3386.6400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,615.6800000000001,3930.2300000000005,-3314.55,-538.3559641372141,Loss Making
C00599,Kavya Gupta,Premium,Coimbatore,Tamil Nadu,86396.0,Low,16,89776.33,254.79000000000002,260.29,-5.5,1,248593.95,128.35,1540.1999999999998,2.0,1768.4899999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,254.79000000000002,3568.9799999999996,-3314.1899999999996,-1300.7535617567405,Loss Making
C00277,Arun Nair,Premium,Madurai,Tamil Nadu,125754.0,Low,15,120908.15,324.99,273.19,51.80000000000001,1,32962.86,172.67,2072.04,4.0,1288.18,1.0,208241.69,0.0,0.0,0.0,233195.65,12.0,11.0,10.0,0,30,0,Medium,15.0,15.0,Low,324.99,3633.41,-3308.42,-1018.0067078987046,Loss Making
C00665,Vishal Rao,Senior Citizen,Bengaluru,Karnataka,35895.0,Medium,19,146470.5,342.01,348.01,-6.0,1,57781.34,176.68,2120.16,3.0,1171.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,342.01,3639.66,-3297.6499999999996,-964.1969533054588,Loss Making
C00837,Sanjay Singh,Retail,Madurai,Tamil Nadu,74426.0,Low,42,273357.22,796.22,602.27,193.95000000000005,2,56093.8,177.32999999999998,2127.96,3.0,1354.72,1.0,120093.83,0.0,0.0,0.0,60083.09,22.0,21.0,10.0,0,25,0,Medium,25.0,25.0,Medium,796.22,4084.95,-3288.7299999999996,-413.0428775966441,Loss Making
C00533,Anitha Kumar,Retail,Bengaluru,Karnataka,35553.0,Low,36,350782.98,611.11,616.95,-5.840000000000032,2,113749.54000000001,235.76,2829.12,1.0,451.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,Medium,0.0,0.0,,611.11,3897.12,-3286.0099999999998,-537.7117049303725,Loss Making
C00897,Vijay Reddy,Retail,Madurai,Tamil Nadu,66628.0,Low,42,295504.72000000003,820.5,705.46,115.03999999999996,2,109343.26999999999,216.57,2598.84,2.0,798.5,1.0,645528.82,0.0,0.0,0.0,462722.75,24.0,23.0,9.0,0,20,0,Medium,35.0,35.0,Medium,820.5,4102.8,-3282.3,-400.036563071298,Loss Making
C00385,Arun Patel,Mass Affluent,Pune,Maharashtra,82921.0,Low,52,382338.96,903.8199999999999,904.4399999999999,-0.6200000000000045,2,111335.76999999999,273.43,3281.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,903.8199999999999,4185.599999999999,-3281.7799999999997,-363.1010599455644,Loss Making
C00490,Priya Sharma,Mass Affluent,Chennai,Tamil Nadu,36096.0,Medium,14,55625.94,238.96,282.12,-43.16,1,257352.64,136.74,1640.88,5.0,1590.8400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,Low,0.0,0.0,,238.96,3513.84,-3274.88,-1370.4720455306328,Loss Making
C00436,Karthik Reddy,Sme Owner,Pune,Maharashtra,25319.0,Medium,20,201509.91999999998,344.61,369.36,-24.75,1,443172.6,171.86,2062.32,3.0,1185.0600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,344.61,3616.7400000000007,-3272.1300000000006,-949.5168451292766,Loss Making
C00520,Suresh Patel,Student,Bengaluru,Karnataka,25781.0,Low,17,98184.59,232.21,256.24,-24.03,1,57962.36,154.38,1852.56,4.0,1384.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,232.21,3492.96,-3260.75,-1404.2246242625208,Loss Making
C00226,Karthik Nair,Premium,Kochi,Kerala,85938.0,Low,61,397316.85000000003,965.93,1019.1,-53.17000000000007,3,1083772.93,162.63,1951.56,3.0,1247.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,965.93,4218.11,-3252.18,-336.68899402648225,Loss Making
C00989,Geetha Singh,Retail,Kolkata,West Bengal,59656.0,Medium,38,229676.34,622.0,602.34,19.659999999999968,2,121418.76000000001,163.98,1967.7599999999998,4.0,1302.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,622.0,3872.18,-3250.18,-522.5369774919614,Loss Making
C00992,Anitha Kumar,Senior Citizen,Pune,Maharashtra,40047.0,Low,16,93990.84,249.93,221.27,28.659999999999997,1,59853.26,158.39,1900.6799999999998,3.0,1376.17,1.0,282987.38,0.0,0.0,0.0,321497.78,12.0,10.0,10.0,0,15,0,Low,25.0,25.0,Medium,249.93,3498.12,-3248.19,-1299.639899171768,Loss Making
C00925,Kavya Nair,Retail,Chennai,Tamil Nadu,64165.0,Low,29,167078.03,607.12,454.26,152.86,2,148309.65,156.49,1877.88,3.0,1518.11,1.0,168736.84,0.0,0.0,0.0,171341.58,24.0,22.0,10.0,0,20,0,Medium,35.0,35.0,Medium,607.12,3850.25,-3243.13,-534.1826986427725,Loss Making
C00109,Suresh Sharma,Retail,Pune,Maharashtra,74838.0,High,37,259109.63999999998,733.0699999999999,579.29,153.77999999999997,2,160334.68,243.81,2925.7200000000003,2.0,469.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,733.0699999999999,3974.61,-3241.54,-442.18696713819963,Loss Making
C00247,Priya Patel,Sme Owner,Mumbai,Maharashtra,90833.0,Medium,37,235490.75,584.25,656.65,-72.39999999999998,2,82100.17,236.05,2832.6000000000004,1.0,328.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,584.25,3817.3600000000006,-3233.1100000000006,-553.37783483098,Loss Making
C00197,Sanjay Patel,Senior Citizen,Hyderabad,Telangana,46345.0,Low,38,298997.56,684.16,571.8,112.36000000000001,2,85763.03,270.18,3242.16,1.0,97.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,684.16,3911.8,-3227.6400000000003,-471.7668381665108,Loss Making
C00375,Karthik Nair,Retail,Kolkata,West Bengal,120258.0,Medium,28,158519.81,524.45,423.25,101.20000000000005,2,726780.61,199.79,2397.48,3.0,879.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,524.45,3700.27,-3175.8199999999997,-605.5524835541996,Loss Making
C00640,Vishal Patel,Retail,Coimbatore,Tamil Nadu,66855.0,Low,18,102191.95,227.74,333.43,-105.69,1,81108.22,30.49,365.88,7.0,2688.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,Low,0.0,0.0,,227.74,3387.86,-3160.12,-1387.599894616668,Loss Making
C00820,Suresh Verma,Retail,Chennai,Tamil Nadu,69722.0,Medium,33,188249.74,627.9,488.71,139.19,2,468405.72,234.49,2813.88,1.0,483.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,Low,0.0,0.0,,627.9,3785.92,-3158.02,-502.94951425386205,Loss Making
C00809,Deepa Gupta,Retail,Pune,Maharashtra,51694.0,Low,21,154721.43,386.73,334.69,52.04000000000002,1,94699.51,108.95,1307.4,4.0,1899.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,386.73,3541.94,-3155.21,-815.8689524991596,Loss Making
C00094,Vijay Kumar,Student,Hyderabad,Telangana,101514.0,Low,36,305992.77999999997,625.54,615.1,10.43999999999994,2,254418.59999999998,197.39,2368.68,2.0,784.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,625.54,3768.0599999999995,-3142.5199999999995,-502.3691530517632,Loss Making
C00934,Rohit Singh,Retail,Coimbatore,Tamil Nadu,60554.0,Medium,11,54419.62,170.98000000000002,152.14000000000001,18.840000000000003,1,12955.16,141.8,1701.6000000000001,3.0,1459.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Low,0.0,0.0,,170.98000000000002,3312.78,-3141.8,-1837.5248567083868,Loss Making
C00838,Suresh Rao,Senior Citizen,Pune,Maharashtra,97326.0,Medium,45,484771.24,736.97,622.19,114.77999999999997,2,77105.6,211.56,2538.7200000000003,2.0,709.8199999999999,1.0,1266395.67,0.0,0.0,0.0,1652169.79,24.0,23.0,10.0,0,30,0,Medium,25.0,25.0,Medium,736.97,3870.7300000000005,-3133.76,-425.22219357640074,Loss Making
C00547,Priya Gupta,Mass Affluent,Bengaluru,Karnataka,99944.0,Low,10,83756.03,221.68,156.14000000000001,65.53999999999999,1,44494.98,173.79,2085.48,3.0,1111.48,1.0,2053035.75,0.0,0.0,0.0,833781.25,12.0,11.0,10.0,0,30,0,Medium,35.0,35.0,Medium,221.68,3353.1,-3131.42,-1412.5857091302778,Loss Making
C00022,Rohit Nair,Sme Owner,Mumbai,Maharashtra,76828.0,Medium,30,242151.46,520.53,389.8,130.72999999999996,2,76955.91,231.3,2775.6000000000004,1.0,483.95,1.0,309207.63,0.0,0.0,0.0,109622.54000000001,10.0,9.0,10.0,0,10,0,Low,50.0,50.0,High,520.53,3649.3500000000004,-3128.8200000000006,-601.083511036828,Loss Making
C00847,Sneha Patel,Mass Affluent,Chennai,Tamil Nadu,53529.0,Medium,35,243380.59,609.4300000000001,593.65,15.780000000000086,2,139260.13,196.96,2363.52,2.0,775.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,609.4300000000001,3733.16,-3123.7299999999996,-512.5658402113448,Loss Making
C00301,Arun Sharma,Retail,Madurai,Tamil Nadu,51810.0,Low,12,82646.99,145.88,236.54,-90.66,1,36245.82,172.44,2069.2799999999997,3.0,958.1700000000001,1.0,1229375.18,0.0,0.0,0.0,1593936.57,23.0,23.0,10.0,0,35,0,Medium,40.0,40.0,Medium,145.88,3263.99,-3118.1099999999997,-2137.4485878804494,Loss Making
C00278,Karthik Reddy,Retail,Kolkata,West Bengal,76967.0,Low,18,202497.86000000002,335.39,337.8,-2.410000000000025,1,92378.98,128.49,1541.88,4.0,1566.2800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,335.39,3445.96,-3110.57,-927.4486418796029,Loss Making
C00971,Priya Nair,Retail,Kolkata,West Bengal,70840.0,Low,23,103195.95,448.06,380.73,67.32999999999998,1,241630.41,170.25,2043.0,2.0,1128.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,Low,0.0,0.0,,448.06,3552.37,-3104.31,-692.8335490782484,Loss Making
C00341,Deepa Verma,Premium,Kolkata,West Bengal,123990.0,Low,17,251811.83,291.72,240.18,51.54000000000002,1,21172.77,150.19,1802.28,4.0,1350.99,1.0,1984306.39,0.0,0.0,0.0,2655542.49,24.0,20.0,10.0,0,35,0,Medium,45.0,45.0,Medium,291.72,3393.45,-3101.7299999999996,-1063.2558617852733,Loss Making
C00864,Kavya Verma,Retail,Delhi,Delhi,56383.0,Low,26,211408.76,604.34,441.90999999999997,162.43000000000006,2,116404.57,182.48999999999998,2189.8799999999997,5.0,1059.37,1.0,116556.56,0.0,0.0,0.0,107492.17,24.0,22.0,9.0,0,30,0,Medium,25.0,25.0,Medium,604.34,3691.1599999999994,-3086.8199999999993,-510.7753913360027,Loss Making
C00619,Suresh Patel,Sme Owner,Kolkata,West Bengal,122005.0,Low,56,818266.33,924.47,813.42,111.05000000000007,2,81181.18000000001,191.5,2298.0,3.0,885.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,924.47,3996.8,-3072.33,-332.334202299696,Loss Making
C00267,Priya Gupta,Mass Affluent,Coimbatore,Tamil Nadu,60165.0,Low,34,387967.25,539.59,484.49,55.10000000000002,2,26157.7,260.24,3122.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,40,0,High,0.0,0.0,,539.59,3607.37,-3067.7799999999997,-568.5390759650845,Loss Making
C00997,Kavya Gupta,Sme Owner,Kolkata,West Bengal,62259.0,High,10,87250.8,179.59,131.43,48.16,1,260625.26,111.88,1342.56,4.0,1755.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,179.59,3229.24,-3049.6499999999996,-1698.1179352970653,Loss Making
C00356,Ajay Gupta,Retail,Coimbatore,Tamil Nadu,30005.0,Medium,41,341239.13,781.5600000000001,634.41,147.1500000000001,2,270290.62,252.07999999999998,3024.96,1.0,143.14,1.0,356144.69,0.0,0.0,0.0,464505.0,24.0,22.0,10.0,1,50,0,High,30.0,30.0,Medium,781.5600000000001,3802.5099999999998,-3020.95,-386.52822560008184,Loss Making
