customer_id,total_transactions,total_transaction_value,suspicious_transactions,max_fraud_risk_score,average_fraud_risk_score,confirmed_fraud_transactions,customer_name,customer_segment,city,annual_income,declared_risk_segment,customer_fraud_risk_level
C00248,21,165221.83000000002,0,35,8.333333333333334,0,Sanjay Sharma,Mass Affluent,Hyderabad,39136.0,Low,Medium
C00249,16,116852.06,0,30,1.875,0,Ajay Sharma,Premium,Delhi,57359.0,Low,Medium
C00250,14,123324.15,0,25,6.428571428571429,0,Suresh Rao,Retail,Kolkata,44190.0,Medium,Medium
C00251,16,298203.13,5,70,36.25,2,Sneha Verma,Retail,Mumbai,32576.0,Medium,Critical
C00252,24,196554.15,0,30,2.0833333333333335,0,Ajay Iyer,Retail,Mumbai,28549.0,Low,Medium
C00253,24,148582.18,0,30,10.833333333333334,0,Suresh Sharma,Senior Citizen,Delhi,57716.0,Low,Medium
C00254,53,320924.88,0,25,5.754716981132075,0,Vishal Patel,Sme Owner,Pune,85279.0,Low,Medium
C00255,17,408135.32,3,70,19.41176470588235,3,Rohit Singh,Sme Owner,Coimbatore,49291.0,Low,Critical
C00256,23,181371.57,0,35,8.043478260869565,0,Pooja Patel,Retail,Pune,77940.0,Low,Medium
C00257,17,83107.23,0,30,1.7647058823529411,0,Divya Kumar,Mass Affluent,Kochi,29999.0,Low,Medium
C00258,21,197597.41,0,35,9.285714285714286,0,Sneha Iyer,Senior Citizen,Bengaluru,175086.0,Low,Medium
C00259,24,218539.98,0,30,2.9166666666666665,0,Karthik Iyer,Student,Bengaluru,36777.0,Low,Medium
C00260,18,213657.61,0,35,10.555555555555555,0,Deepa Gupta,Senior Citizen,Madurai,86718.0,Low,Medium
C00261,34,199639.55,0,30,0.8823529411764706,0,Arun Iyer,Retail,Bengaluru,85076.0,High,Medium
C00262,19,137508.22,0,20,1.0526315789473684,0,Geetha Verma,Student,Madurai,85082.0,Low,Medium
C00263,13,56069.47,0,0,0.0,0,Deepa Rao,Retail,Hyderabad,20389.0,Low,Low
C00264,40,381497.45,0,30,3.0,0,Karthik Reddy,Mass Affluent,Kochi,44405.0,Medium,Medium
C00265,13,86105.36,0,25,6.538461538461538,0,Vijay Singh,Mass Affluent,Coimbatore,97918.0,Low,Medium
C00266,21,188431.95,0,30,2.857142857142857,0,Lakshmi Reddy,Retail,Chennai,65376.0,Low,Medium
C00267,34,387967.25,1,40,13.823529411764707,0,Priya Gupta,Mass Affluent,Coimbatore,60165.0,Low,High
C00268,18,88248.92,0,5,5.0,0,Suresh Rao,Premium,Kochi,21399.0,Medium,Low
C00269,35,156328.87,0,0,0.0,0,Pooja Singh,Retail,Kolkata,24212.0,Medium,Low
C00270,42,353520.09,0,35,6.190476190476191,0,Ajay Rao,Retail,Coimbatore,68826.0,Low,Medium
C00271,36,328048.70999999996,0,25,5.555555555555555,0,Pooja Sharma,Premium,Kochi,137571.0,Medium,Medium
C00272,14,155135.73,0,35,8.571428571428571,0,Vijay Gupta,Mass Affluent,Madurai,30115.0,Low,Medium
C00273,39,299300.56,0,35,6.282051282051282,0,Ajay Iyer,Retail,Delhi,42483.0,Medium,Medium
C00274,25,229159.22,0,20,3.2,0,Anitha Patel,Retail,Pune,61319.0,Medium,Medium
C00275,22,112684.9,0,0,0.0,0,Kavya Rao,Senior Citizen,Pune,76612.0,Low,Low
C00276,12,72312.54000000001,0,5,5.0,0,Sanjay Kumar,Mass Affluent,Chennai,71756.0,Low,Low
C00277,15,120908.15,0,30,2.0,0,Arun Nair,Premium,Madurai,125754.0,Low,Medium
C00278,18,202497.86000000002,0,35,8.333333333333334,0,Karthik Reddy,Retail,Kolkata,76967.0,Low,Medium
C00279,22,140512.8,0,35,7.7272727272727275,0,Pooja Rao,Mass Affluent,Chennai,77941.0,Low,Medium
C00280,33,247924.82,0,25,5.606060606060606,0,Vijay Gupta,Senior Citizen,Kolkata,35465.0,Medium,Medium
C00281,21,144846.49,0,5,5.0,0,Meena Kumar,Mass Affluent,Pune,63688.0,Low,Low
C00282,61,359608.49,0,35,15.98360655737705,0,Rahul Reddy,Retail,Hyderabad,72629.0,Medium,Medium
C00283,12,113496.71,1,40,14.166666666666666,0,Vijay Gupta,Student,Kolkata,87014.0,Medium,High
C00284,16,108177.12,0,30,3.125,0,Deepa Patel,Mass Affluent,Pune,39406.0,Low,Medium
C00285,23,174518.41,0,20,1.7391304347826086,0,Rahul Singh,Retail,Pune,28338.0,Low,Medium
C00286,31,225145.75,2,40,21.29032258064516,0,Kavya Kumar,Premium,Kochi,55187.0,Low,High
C00287,17,417502.27,4,70,29.11764705882353,2,Rohit Nair,Sme Owner,Kolkata,45624.0,Low,Critical
C00288,11,68972.1,0,30,2.727272727272727,0,Divya Patel,Retail,Bengaluru,67927.0,Low,Medium
C00289,68,480363.47,0,20,2.0588235294117645,0,Sneha Kumar,Student,Pune,22290.0,Low,Medium
C00290,14,93485.07,0,35,7.142857142857143,0,Rohit Singh,Premium,Coimbatore,119709.0,Low,Medium
C00291,22,141680.94,0,25,5.909090909090909,0,Rohit Iyer,Retail,Madurai,55274.0,Medium,Medium
C00292,43,267735.04,0,25,5.465116279069767,0,Vijay Rao,Premium,Chennai,85496.0,Medium,Medium
C00293,23,188763.94,0,30,3.4782608695652173,0,Ajay Singh,Mass Affluent,Hyderabad,22716.0,Low,Medium
C00294,36,319908.98,0,25,7.222222222222222,0,Vishal Reddy,Student,Kochi,77935.0,Low,Medium
C00295,51,374526.67,0,35,7.352941176470588,0,Meena Patel,Retail,Kochi,43825.0,Low,Medium
C00296,36,366497.54,0,35,7.5,0,Kavya Iyer,Retail,Chennai,66338.0,Low,Medium
C00297,23,163518.1,0,20,1.7391304347826086,0,Lakshmi Patel,Mass Affluent,Hyderabad,92464.0,Low,Medium
C00298,18,83939.16,0,15,15.0,0,Priya Kumar,Premium,Mumbai,12000.0,Medium,Low
C00299,19,110587.16,0,20,1.0526315789473684,0,Rahul Sharma,Mass Affluent,Kolkata,38739.0,Low,Medium
C00300,18,193432.66,0,30,3.888888888888889,0,,,,,,Medium
C00301,12,82646.99,0,35,7.5,0,Arun Sharma,Retail,Madurai,51810.0,Low,Medium
C00302,18,123967.68,0,5,5.0,0,Rahul Rao,Retail,Kochi,83106.0,Low,Low
C00303,10,104297.12,0,35,10.0,0,Deepa Verma,Premium,Chennai,55547.0,Low,Medium
C00304,36,204880.93,0,0,0.0,0,Lakshmi Iyer,Mass Affluent,Chennai,68988.0,Low,Low
C00305,15,100859.84,0,35,7.0,0,Kavya Patel,Sme Owner,Bengaluru,64624.0,Low,Medium
C00306,36,269577.81,0,30,2.5,0,Karthik Verma,Sme Owner,Hyderabad,23698.0,Medium,Medium
C00307,26,200008.38,0,20,0.7692307692307693,0,Rahul Rao,Premium,Kochi,92696.0,Medium,Medium
C00308,39,291216.85,0,30,1.794871794871795,0,Rahul Iyer,Mass Affluent,Hyderabad,67165.0,Low,Medium
C00309,14,54747.340000000004,0,10,10.0,0,Vijay Verma,Retail,Delhi,35387.0,Low,Low
C00310,11,75686.12,0,5,5.0,0,Naveen Patel,Sme Owner,Kochi,90576.0,Low,Low
C00311,37,131524.97,0,15,15.0,0,Suresh Sharma,Retail,Mumbai,123479.0,Low,Low
C00312,30,200419.07,0,30,11.333333333333334,0,Ajay Iyer,Senior Citizen,Madurai,41799.0,Low,Medium
C00313,40,258551.76,0,35,5.75,0,Deepa Nair,Premium,Delhi,16619.0,Low,Medium
C00314,13,96129.09,0,25,6.538461538461538,0,Meena Iyer,Premium,Madurai,101083.0,Medium,Medium
C00315,18,144300.15,0,20,2.2222222222222223,0,Arun Rao,Mass Affluent,Chennai,67229.0,High,Medium
C00316,16,860519.2899999999,1,70,8.125,1,Priya Reddy,Retail,Coimbatore,92635.0,Medium,Critical
C00317,14,60214.65,0,0,0.0,0,Priya Gupta,Sme Owner,Kolkata,37064.0,Low,Low
C00318,17,98063.84,0,5,5.0,0,Lakshmi Iyer,Mass Affluent,Kochi,19418.0,Low,Low
C00319,43,269864.07,0,25,6.395348837209302,0,Divya Rao,Retail,Kolkata,58482.0,Low,Medium
C00320,18,181958.88,0,35,7.777777777777778,0,Rohit Kumar,Premium,Pune,75940.0,Low,Medium
C00321,15,68519.92,0,5,5.0,0,Rahul Rao,Mass Affluent,Mumbai,27219.0,Low,Low
C00322,13,115694.64,0,30,5.384615384615385,0,Rahul Iyer,Retail,Hyderabad,32154.0,Low,Medium
C00323,31,336917.21,0,35,9.193548387096774,0,Rahul Gupta,Mass Affluent,Bengaluru,58949.0,Low,Medium
C00324,57,425647.26,0,30,2.456140350877193,0,Sanjay Iyer,Sme Owner,Bengaluru,59818.0,Low,Medium
C00325,24,173199.32,1,40,11.25,0,Pooja Singh,Senior Citizen,Coimbatore,114666.0,Medium,High
C00326,19,140740.91999999998,0,5,5.0,0,Rahul Kumar,Retail,Bengaluru,62569.0,Low,Low
C00327,14,116329.49,0,30,3.5714285714285716,0,Ajay Gupta,Mass Affluent,Chennai,60279.0,Medium,Medium
C00328,43,292483.1,0,30,2.0930232558139537,0,Karthik Iyer,Retail,Bengaluru,44797.0,Low,Medium
C00329,15,134100.14,1,40,13.333333333333334,0,Divya Rao,Student,Mumbai,32418.0,Medium,High
C00330,29,151010.88,0,25,5.689655172413793,0,Deepa Rao,Retail,Bengaluru,66978.0,Low,Medium
C00331,15,125535.27,0,30,2.0,0,Pooja Rao,Retail,Mumbai,81399.0,Medium,Medium
C00332,17,184124.43,0,25,8.529411764705882,0,Deepa Patel,Retail,Coimbatore,83296.0,Low,Medium
C00333,22,191806.78,0,25,7.7272727272727275,0,Anitha Verma,Retail,Delhi,34184.0,Low,Medium
C00334,40,292235.01,0,30,1.75,0,Rahul Gupta,Retail,Chennai,96042.0,Low,Medium
C00335,20,213983.39,0,35,8.5,0,Naveen Patel,Mass Affluent,Hyderabad,25270.0,Medium,Medium
C00336,37,267195.58,0,35,7.702702702702703,0,Karthik Singh,Senior Citizen,Chennai,44212.0,Low,Medium
C00337,19,129855.55,0,30,1.5789473684210527,0,Rohit Iyer,Sme Owner,Delhi,75016.0,Low,Medium
C00338,28,163800.37,0,20,1.4285714285714286,0,Vishal Kumar,Senior Citizen,Delhi,112507.0,Low,Medium
C00339,22,119099.95,0,5,5.0,0,Kavya Iyer,Senior Citizen,Delhi,28594.0,Low,Low
C00340,31,247262.83000000002,1,40,10.96774193548387,0,Kavya Patel,Retail,Chennai,31407.0,Medium,High
C00341,17,251811.83,0,35,9.705882352941176,0,Deepa Verma,Premium,Kolkata,123990.0,Low,Medium
C00342,18,176580.03999999998,0,30,4.444444444444445,0,Ajay Iyer,Mass Affluent,Pune,104679.0,Low,Medium
C00343,19,245838.38,0,30,3.6842105263157894,0,Rohit Sharma,Premium,Pune,71308.0,Low,Medium
C00344,35,386001.74,0,30,3.7142857142857144,0,Sanjay Verma,Retail,Kolkata,23243.0,Low,Medium
C00345,34,243989.36,0,30,11.764705882352942,0,Divya Reddy,Sme Owner,Coimbatore,27875.0,Low,Medium
C00346,44,440254.06,0,30,4.090909090909091,0,Rohit Verma,Premium,Mumbai,24576.0,Low,Medium
C00347,30,193729.16,0,30,10.666666666666666,0,Ajay Gupta,Retail,Bengaluru,109058.0,Low,Medium
C00348,11,63091.76,0,5,5.0,0,Geetha Verma,Mass Affluent,Coimbatore,17821.0,Medium,Low
C00349,15,87262.6,0,20,1.3333333333333333,0,Pooja Iyer,Student,Chennai,15123.0,Low,Medium
C00350,22,464686.24,1,70,19.318181818181817,1,Rohit Reddy,Sme Owner,Delhi,49454.0,Medium,Critical
C00351,40,260044.16999999998,0,30,11.5,0,Arun Gupta,Student,Delhi,49952.0,Low,Medium
C00352,38,482714.8,8,70,27.894736842105264,4,Pooja Verma,Retail,Kochi,48707.0,Low,Critical
C00353,17,175222.94,0,35,7.9411764705882355,0,Deepa Patel,Mass Affluent,Hyderabad,49196.0,Medium,Medium
C00354,59,492517.02,0,30,11.35593220338983,0,Divya Singh,Mass Affluent,Coimbatore,114753.0,Low,Medium
C00355,17,158194.09,0,20,2.3529411764705883,0,Arun Singh,Mass Affluent,Mumbai,51531.0,Low,Medium
C00356,41,341239.13,1,50,17.317073170731707,0,Ajay Gupta,Retail,Coimbatore,30005.0,Medium,High
C00357,53,361755.06,0,25,6.509433962264151,0,Priya Verma,Student,Coimbatore,82704.0,Low,Medium
C00358,15,110327.81,0,25,6.333333333333333,0,Karthik Singh,Student,Hyderabad,100283.0,Low,Medium
C00359,16,81707.28,0,5,5.0,0,Ajay Verma,Retail,Hyderabad,69297.0,Low,Low
C00360,17,133660.8,0,5,5.0,0,Rahul Patel,Sme Owner,Madurai,53753.0,Medium,Low
C00361,19,258309.26,0,30,3.6842105263157894,0,Lakshmi Iyer,Mass Affluent,Pune,71133.0,Low,Medium
C00362,12,203278.46000000002,0,20,5.0,0,Deepa Sharma,Retail,Pune,54935.0,Medium,Medium
C00363,22,140525.34,0,30,2.727272727272727,0,Sanjay Nair,Retail,Kochi,128379.0,Medium,Medium
C00364,19,91909.08,0,0,0.0,0,Sneha Verma,Sme Owner,Madurai,108925.0,Low,Low
C00365,37,272104.91,0,20,1.0810810810810811,0,Vishal Gupta,Retail,Coimbatore,39949.0,High,Medium
C00366,16,195650.91,0,35,10.625,0,Arun Kumar,Retail,Delhi,35944.0,Low,Medium
C00367,21,155482.28,0,35,8.333333333333334,0,Kavya Verma,Retail,Pune,22081.0,Medium,Medium
C00368,15,100292.02,0,25,7.666666666666667,0,Divya Verma,Student,Kochi,159303.0,Medium,Medium
C00369,20,119372.14,0,20,1.0,0,Rohit Patel,Retail,Chennai,71654.0,Low,Medium
C00370,12,69921.81,0,0,0.0,0,Meena Sharma,Senior Citizen,Delhi,75121.0,Low,Low
C00371,19,101560.75,0,0,0.0,0,Arun Gupta,Sme Owner,Pune,28150.0,Low,Low
C00372,16,108821.70999999999,0,30,1.875,0,Rahul Rao,Sme Owner,Madurai,67176.0,Low,Medium
C00373,15,105327.05,0,25,6.333333333333333,0,Geetha Verma,Retail,Bengaluru,37786.0,Low,Medium
C00374,35,354384.77,1,40,13.714285714285714,0,Naveen Iyer,Mass Affluent,Kochi,49793.0,Medium,High
C00375,28,158519.81,0,35,6.071428571428571,0,Karthik Nair,Retail,Kolkata,120258.0,Medium,Medium
C00376,18,267020.34,0,30,1.6666666666666667,0,Vijay Verma,Premium,Bengaluru,43308.0,Low,Medium
C00377,39,305875.85,0,20,2.051282051282051,0,Divya Kumar,Sme Owner,Pune,104832.0,Low,Medium
C00378,21,210890.68,0,35,7.380952380952381,0,Deepa Sharma,Mass Affluent,Kochi,73796.0,Low,Medium
C00379,36,239930.51,0,25,6.111111111111111,0,Kavya Rao,Mass Affluent,Bengaluru,49859.0,Low,Medium
C00380,14,176612.1,0,30,3.5714285714285716,0,Anitha Patel,Student,Chennai,123197.0,Low,Medium
C00381,59,436508.15,0,20,1.694915254237288,0,Lakshmi Kumar,Retail,Pune,50816.0,Low,Medium
C00382,14,109518.05,0,20,2.857142857142857,0,Vijay Singh,Mass Affluent,Delhi,138045.0,Medium,Medium
C00383,17,79613.78,0,0,0.0,0,Sanjay Singh,Retail,Mumbai,50924.0,Low,Low
C00384,10,69562.33,0,0,0.0,0,Rohit Kumar,Retail,Chennai,43482.0,Low,Low
C00385,52,382338.96,0,20,2.2115384615384617,0,Arun Patel,Mass Affluent,Pune,82921.0,Low,Medium
C00386,22,138441.29,0,0,0.0,0,Deepa Patel,Sme Owner,Delhi,19530.0,Medium,Low
C00387,15,134906.89,0,20,1.3333333333333333,0,Naveen Singh,Mass Affluent,Delhi,16811.0,Low,Medium
C00388,21,89470.48,0,0,0.0,0,Anitha Nair,Sme Owner,Chennai,51638.0,Low,Low
C00389,62,523716.52,0,35,16.93548387096774,0,Priya Verma,Student,Madurai,48137.0,Low,Medium
C00390,16,77750.07,0,0,0.0,0,Priya Kumar,Student,Mumbai,34717.0,Medium,Low
C00391,14,195449.86,0,30,5.0,0,Sanjay Kumar,Retail,Kolkata,85579.0,Low,Medium
C00392,18,116425.39,0,5,5.0,0,Sneha Iyer,Retail,Madurai,132317.0,Low,Low
C00393,16,70228.09,0,5,5.0,0,Vijay Rao,Retail,Madurai,56173.0,Medium,Low
C00394,18,773041.46,1,70,5.0,1,Karthik Rao,Retail,Kolkata,54717.0,Low,Critical
C00395,18,106041.75,0,25,6.111111111111111,0,Meena Rao,Retail,Bengaluru,34767.0,Low,Medium
C00396,16,145828.69,0,35,8.125,0,Kavya Rao,Retail,Kochi,21615.0,Medium,Medium
C00397,34,214762.97,0,10,10.0,0,Priya Iyer,Senior Citizen,Kolkata,60970.0,High,Low
C00398,18,114712.62,0,10,10.0,0,Lakshmi Rao,Retail,Delhi,29213.0,Medium,Low
C00399,53,394784.48,0,35,6.886792452830188,0,Meena Verma,Student,Madurai,84847.0,Low,Medium
C00400,17,157198.27,0,30,2.9411764705882355,0,Divya Rao,Sme Owner,Madurai,95681.0,Medium,Medium
C00401,24,186267.31,0,35,7.083333333333333,0,Lakshmi Verma,Retail,Delhi,94291.0,High,Medium
C00402,20,206000.25,0,20,4.0,0,Priya Reddy,Mass Affluent,Chennai,37135.0,Medium,Medium
C00403,10,73773.19,0,5,5.0,0,Priya Patel,Retail,Mumbai,89784.0,Low,Low
C00404,15,102572.35,0,35,7.0,0,Sanjay Singh,Senior Citizen,Pune,49293.0,Medium,Medium
C00405,22,199115.44999999998,0,30,2.272727272727273,0,Anitha Kumar,Mass Affluent,Kochi,100018.0,High,Medium
C00406,24,291863.25,0,20,3.3333333333333335,0,Lakshmi Verma,Retail,Kolkata,21463.0,Low,Medium
C00407,39,168777.16,0,15,15.0,0,Priya Gupta,Mass Affluent,Kochi,38020.0,Low,Low
C00408,59,336667.41000000003,0,25,6.016949152542373,0,Suresh Kumar,Retail,Kolkata,55419.0,Low,Medium
C00409,10,90249.98999999999,0,30,3.0,0,Ajay Verma,Premium,Coimbatore,56686.0,Low,Medium
C00410,43,401787.64,3,45,18.953488372093023,0,Pooja Gupta,Retail,Pune,60226.0,High,High
C00411,19,169096.7,0,35,7.631578947368421,0,Rohit Patel,Retail,Delhi,16640.0,Medium,Medium
C00412,37,453229.86000000004,0,30,3.5135135135135136,0,Rohit Reddy,Student,Pune,38846.0,Medium,Medium
C00413,22,111217.93,0,10,10.0,0,Deepa Rao,Mass Affluent,Hyderabad,70809.0,Low,Low
C00414,19,129622.87,0,35,7.631578947368421,0,Divya Kumar,Senior Citizen,Delhi,36744.0,Low,Medium
C00415,45,338093.08,1,40,10.666666666666666,0,Sneha Singh,Sme Owner,Hyderabad,56548.0,Medium,High
C00416,19,161789.72999999998,0,25,7.105263157894737,0,Sanjay Rao,Sme Owner,Coimbatore,38339.0,Low,Medium
C00417,23,482736.68,2,40,13.478260869565217,0,Anitha Nair,Senior Citizen,Hyderabad,37873.0,High,High
C00418,22,324379.92,0,35,8.636363636363637,0,Rahul Gupta,Retail,Mumbai,58442.0,Low,Medium
C00419,23,122782.42,0,25,5.869565217391305,0,Rohit Gupta,Retail,Kochi,20238.0,Medium,Medium
C00420,46,295784.71,0,30,1.0869565217391304,0,Anitha Rao,Mass Affluent,Mumbai,77175.0,Low,Medium
C00421,23,175677.74,0,25,5.869565217391305,0,Rahul Sharma,Senior Citizen,Chennai,102716.0,High,Medium
C00422,39,384033.81,0,20,1.5384615384615385,0,Sanjay Singh,Retail,Mumbai,72756.0,Low,Medium
C00423,31,207633.42,1,40,11.612903225806452,0,Arun Iyer,Retail,Madurai,50563.0,Low,High
C00424,20,155511.41999999998,0,35,17.0,0,Sanjay Nair,Senior Citizen,Kolkata,24799.0,Low,Medium
C00425,26,244456.52000000002,0,30,2.6923076923076925,0,Geetha Patel,Sme Owner,Pune,40523.0,Medium,Medium
C00426,34,362167.47,0,20,1.1764705882352942,0,Geetha Verma,Mass Affluent,Coimbatore,96746.0,Medium,Medium
C00427,47,305904.36,0,25,5.425531914893617,0,Vishal Rao,Mass Affluent,Chennai,32628.0,Medium,Medium
C00428,49,279896.94,0,35,16.224489795918366,0,Pooja Reddy,Student,Chennai,49910.0,Low,Medium
C00429,21,110115.74,0,0,0.0,0,Suresh Rao,Mass Affluent,Kolkata,24211.0,Medium,Low
C00430,15,86610.59,0,30,2.0,0,Rahul Sharma,Retail,Bengaluru,51028.0,Low,Medium
C00431,14,150106.35,0,25,7.857142857142857,0,Deepa Gupta,Sme Owner,Mumbai,37888.0,Low,Medium
C00432,38,211576.65,0,15,15.0,0,Naveen Reddy,Retail,Mumbai,54754.0,Medium,Low
C00433,31,193240.51,0,5,5.0,0,Suresh Patel,Mass Affluent,Kolkata,62326.0,Low,Low
C00434,14,87152.92,0,30,2.142857142857143,0,Divya Sharma,Retail,Pune,145483.0,High,Medium
C00435,21,309137.58999999997,0,35,8.80952380952381,0,Pooja Sharma,Premium,Hyderabad,85472.0,High,Medium
C00436,20,201509.91999999998,0,35,10.0,0,Karthik Reddy,Sme Owner,Pune,25319.0,Medium,Medium
C00437,27,116087.86,0,0,0.0,0,Pooja Rao,Premium,Delhi,56671.0,Low,Low
C00438,50,291783.98,0,30,11.2,0,Geetha Iyer,Mass Affluent,Coimbatore,46940.0,Low,Medium
C00439,23,134421.76,0,0,0.0,0,Divya Verma,Sme Owner,Hyderabad,28054.0,Medium,Low
C00440,38,256175.35,1,40,11.31578947368421,0,Priya Iyer,Senior Citizen,Coimbatore,20599.0,Low,High
C00441,21,222412.48,0,30,3.8095238095238093,0,Arun Singh,Retail,Pune,280812.0,Low,Medium
C00442,44,303692.08,1,45,16.59090909090909,0,Kavya Patel,Premium,Chennai,30099.0,Low,High
C00443,24,124764.34,0,20,0.8333333333333334,0,Priya Rao,Student,Kochi,57996.0,Low,Medium
C00444,21,164581.83,0,30,1.4285714285714286,0,Rohit Reddy,Retail,Chennai,117304.0,Low,Medium
C00445,52,387019.76,0,35,7.115384615384615,0,Anitha Iyer,Retail,Chennai,54799.0,Low,Medium
C00446,39,257246.48,1,45,16.28205128205128,0,Meena Iyer,Senior Citizen,Chennai,52087.0,Low,High
C00447,16,140821.79,0,25,6.25,0,Vishal Reddy,Retail,Pune,66658.0,Low,Medium
C00448,37,264195.34,0,25,5.54054054054054,0,Anitha Kumar,Sme Owner,Kochi,53227.0,Medium,Medium
C00449,17,80014.1,0,0,0.0,0,Suresh Reddy,Retail,Delhi,35758.0,Low,Low
C00450,36,211779.96,0,35,5.833333333333333,0,Vijay Singh,Mass Affluent,Chennai,35916.0,Low,Medium
C00451,42,407245.33,1,40,12.142857142857142,0,Lakshmi Sharma,Premium,Hyderabad,57263.0,Medium,High
C00452,35,303209.89,4,70,16.571428571428573,2,Ajay Kumar,Mass Affluent,Kolkata,68719.0,Low,Critical
C00453,38,353262.86,0,20,2.6315789473684212,0,Rahul Nair,Retail,Coimbatore,59018.0,Low,Medium
C00454,37,310945.61,0,35,8.243243243243244,0,Naveen Patel,Retail,Delhi,38424.0,Medium,Medium
C00455,30,399410.33,0,30,3.0,0,Rahul Patel,Retail,Chennai,42400.0,Medium,Medium
C00456,16,131930.24,0,25,7.5,0,Meena Gupta,Retail,Bengaluru,30790.0,Low,Medium
C00457,17,198544.75,0,30,1.7647058823529411,0,Lakshmi Rao,Mass Affluent,Madurai,22365.0,Low,Medium
C00458,48,500744.59,4,70,14.375,2,Lakshmi Sharma,Student,Bengaluru,63034.0,Low,Critical
C00459,20,168544.35,0,30,4.0,0,Naveen Sharma,Retail,Kolkata,84861.0,Low,Medium
C00460,27,187582.8,0,25,6.481481481481482,0,Sanjay Sharma,Sme Owner,Kochi,183238.0,Low,Medium
C00461,34,226779.96,0,30,10.588235294117647,0,Geetha Verma,Retail,Delhi,21944.0,Medium,Medium
C00462,19,933312.7999999999,1,70,3.6842105263157894,1,Sneha Singh,Premium,Chennai,49586.0,Low,Critical
C00463,46,299693.9,1,40,10.652173913043478,0,Deepa Iyer,Sme Owner,Hyderabad,46998.0,Medium,High
C00464,18,197696.74,0,30,2.7777777777777777,0,Pooja Rao,Mass Affluent,Mumbai,76792.0,Low,Medium
C00465,24,246751.4,0,35,9.583333333333334,0,Arun Singh,Retail,Chennai,36929.0,Medium,Medium
C00466,26,187572.62999999998,0,25,5.769230769230769,0,Divya Patel,Mass Affluent,Kolkata,47791.0,Low,Medium
C00467,17,115567.8,0,25,6.176470588235294,0,Lakshmi Rao,Sme Owner,Kolkata,68389.0,Low,Medium
C00468,35,232601.22,0,35,16.571428571428573,0,Vishal Reddy,Retail,Coimbatore,26344.0,High,Medium
C00469,19,141764.62,0,30,1.5789473684210527,0,Deepa Verma,Retail,Kochi,56868.0,Medium,Medium
C00470,32,217973.84,0,25,5.625,0,Sneha Reddy,Retail,Mumbai,130230.0,Low,Medium
C00471,17,114913.01,0,35,8.529411764705882,0,Divya Verma,Senior Citizen,Hyderabad,23142.0,Low,Medium
C00472,17,125010.72,0,20,2.3529411764705883,0,Rohit Verma,Senior Citizen,Hyderabad,97741.0,Low,Medium
C00473,19,134451.77,0,30,1.5789473684210527,0,Divya Reddy,Mass Affluent,Delhi,92491.0,Low,Medium
C00474,15,262656.8,0,30,6.0,0,Kavya Gupta,Retail,Kolkata,71051.0,Medium,Medium
C00475,17,161212.32,0,25,7.352941176470588,0,Vijay Singh,Mass Affluent,Mumbai,26285.0,Low,Medium
C00476,25,349173.91,6,70,23.0,6,Vijay Sharma,Retail,Kolkata,46741.0,High,Critical
C00477,20,128472.77,0,30,2.5,0,Sneha Gupta,Retail,Hyderabad,80672.0,Low,Medium
C00478,10,82053.22,0,20,2.0,0,Suresh Nair,Premium,Pune,46105.0,Low,Medium
C00479,14,62427.54,0,35,7.142857142857143,0,Sanjay Kumar,Retail,Kochi,135012.0,Low,Medium
C00480,61,416849.7,0,35,15.98360655737705,0,Geetha Sharma,Senior Citizen,Kochi,35541.0,Low,Medium
C00481,18,133338.45,0,25,6.111111111111111,0,Pooja Iyer,Senior Citizen,Mumbai,84011.0,Low,Medium
C00482,20,206053.23,0,20,4.0,0,Naveen Singh,Premium,Delhi,64154.0,Low,Medium
C00483,38,323055.07,0,35,7.105263157894737,0,Vijay Singh,Retail,Bengaluru,35968.0,Medium,Medium
C00484,18,118019.49,0,35,16.11111111111111,0,Ajay Reddy,Sme Owner,Pune,89773.0,Medium,Medium
C00485,15,98887.02,0,35,7.0,0,Lakshmi Kumar,Retail,Madurai,104336.0,Low,Medium
C00486,20,125827.77,0,20,1.0,0,Deepa Iyer,Senior Citizen,Madurai,65150.0,Medium,Medium
C00487,19,104838.02,1,40,11.578947368421053,0,Ajay Singh,Mass Affluent,Pune,51169.0,Low,High
C00488,36,282963.56,0,20,1.6666666666666667,0,Ajay Singh,Premium,Coimbatore,66722.0,Low,Medium
C00489,13,57197.89,0,20,1.5384615384615385,0,Priya Gupta,Senior Citizen,Delhi,79158.0,Medium,Medium
C00490,14,55625.94,0,5,5.0,0,Priya Sharma,Mass Affluent,Chennai,36096.0,Medium,Low
C00491,46,387186.64,0,30,11.304347826086957,0,Geetha Sharma,Retail,Kochi,22388.0,Low,Medium
C00492,46,400959.75,0,35,16.304347826086957,0,Rahul Gupta,Sme Owner,Bengaluru,58624.0,Low,Medium
C00493,57,426439.33,0,30,11.75438596491228,0,Karthik Singh,Student,Mumbai,83267.0,High,Medium
C00494,57,577254.05,0,25,8.508771929824562,0,Meena Verma,Retail,Mumbai,62227.0,Low,Medium
C00495,16,93195.0,0,5,5.0,0,Rohit Reddy,Mass Affluent,Madurai,61295.0,Low,Low
C00496,14,117656.12,0,35,9.285714285714286,0,Anitha Iyer,Mass Affluent,Chennai,25511.0,Low,Medium
C00497,22,110263.42,1,45,17.272727272727273,0,Sanjay Reddy,Retail,Delhi,53411.0,Low,High
